,Product_Name,Link,Product_Image,Price,Details
22,CROP TOP,https://www.zara.com/in/en/crop-top-p05584375.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/5584/375/706/2/w/448/5584375706_1_1_1.jpg?ts=1692345473349': 'Image 0 of CROP TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5584/375/706/2/w/448/5584375706_2_1_1.jpg?ts=1692345473293': 'Image 1 of CROP TOP from Zara'}]",₹ 690.00,Round neck top with short sleeves.
23,HEAVY COTTON COCOON T-SHIRT,https://www.zara.com/in/en/heavy-cotton-cocoon-t-shirt-p04174468.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/4174/468/505/17/w/448/4174468505_1_1_1.jpg?ts=1691753260082': 'Image 0 of HEAVY COTTON COCOON T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4174/468/505/17/w/448/4174468505_2_1_1.jpg?ts=1691753257051': 'Image 1 of HEAVY COTTON COCOON T-SHIRT from Zara'}]","₹ 1,890.00",ROUND NECK - NORMAL LENGTH - SHORT SLEEVES Round neck T-shirt made of 100% cotton with short sleeves.
29,CREPE SHORT SLEEVE T-SHIRT,https://www.zara.com/in/en/crepe-short-sleeve-t-shirt-p00264483.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/0264/483/250/2/w/448/0264483250_1_1_1.jpg?ts=1691748078355': 'Image 0 of CREPE SHORT SLEEVE T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0264/483/250/2/w/448/0264483250_2_1_1.jpg?ts=1691748078464': 'Image 1 of CREPE SHORT SLEEVE T-SHIRT from Zara'}]","₹ 1,590.00",REGULAR FIT - ROUND NECK - NORMAL LENGTH - SHORT SLEEVEST-shirt made of 100% cotton crepe fabric. Round neckline and short sleeves.
35,FADED BELTED T-SHIRT,https://www.zara.com/in/en/faded-belted-t-shirt-p04424451.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/4424/451/802/2/w/448/4424451802_1_1_1.jpg?ts=1688546874285': 'Image 0 of FADED BELTED T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4424/451/802/2/w/448/4424451802_2_1_1.jpg?ts=1688546875696': 'Image 1 of FADED BELTED T-SHIRT from Zara'}]","₹ 1,890.00",LOOSE FIT - ROUND NECK - NORMAL LENGTH - SHORT SLEEVES Round neck T-shirt with short sleeves. Faded effect. Tied belt in the same fabric.
36,WASHED EFFECT TROUSERS,https://www.zara.com/in/en/washed-effect-trousers-p04424037.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/4424/457/802/2/w/448/4424457802_1_1_1.jpg?ts=1688546817794': 'Image 0 of WASHED EFFECT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4424/457/802/2/w/448/4424457802_2_1_1.jpg?ts=1688546874916': 'Image 1 of WASHED EFFECT TROUSERS from Zara'}]","₹ 2,590.00",Faded low-rise trousers with an elasticated waistband. Side pockets. Wide-leg design.
43,FADED-EFFECT MIDI SKIRT,https://www.zara.com/in/en/faded-effect-midi-skirt-p01660807.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/1660/807/730/2/w/448/1660807730_1_1_1.jpg?ts=1691142489198': 'Image 0 of FADED-EFFECT MIDI SKIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1660/807/730/2/w/448/1660807730_2_1_1.jpg?ts=1691142489850': 'Image 1 of FADED-EFFECT MIDI SKIRT from Zara'}]","₹ 1,890.00",Skirt made of faded cotton. Elasticated drawstring waistband. Back slit at the hem.
44,FADED-EFFECT CROP TOP,https://www.zara.com/in/en/faded-effect-crop-top-p01660806.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/1660/806/730/2/w/448/1660806730_1_1_1.jpg?ts=1691142489194': 'Image 0 of FADED-EFFECT CROP TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1660/806/730/2/w/448/1660806730_2_1_1.jpg?ts=1691142489808': 'Image 1 of FADED-EFFECT CROP TOP from Zara'}]",₹ 990.00,Faded cotton top with a round neck and short sleeves.
49,HEAVY COTTON BERMUDA SHORTS,https://www.zara.com/in/en/heavy-cotton-bermuda-shorts-p04174629.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/4174/629/250/2/w/448/4174629250_1_1_1.jpg?ts=1689337195931': 'Image 0 of HEAVY COTTON BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4174/629/250/2/w/448/4174629250_2_1_1.jpg?ts=1689337195005': 'Image 1 of HEAVY COTTON BERMUDA SHORTS from Zara'}]",₹ 990.00,Mid-rise Bermuda shorts made of a cotton blend. Featuring an elasticated drawstring waistband and side pockets.
55,CARROT JOGGING TROUSERS,https://www.zara.com/in/en/carrot-jogging-trousers-p04174359.html,"[{'https://static.zara.net/photos///2023/V/0/1/p/4174/359/800/2/w/448/4174359800_1_1_1.jpg?ts=1682423595256': 'Image 0 of CARROT JOGGING TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/V/0/1/p/4174/359/800/2/w/448/4174359800_2_1_1.jpg?ts=1682423594831': 'Image 1 of CARROT JOGGING TROUSERS from Zara'}]","₹ 2,290.00",High-waist trousers featuring an adjustable elastic waistband with drawstrings. Side pockets.
63,KNIT CAPE T-SHIRT,https://www.zara.com/in/en/knit-cape-top-p07901641.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7901/641/800/2/w/448/7901641800_1_1_1.jpg?ts=1689168869807': 'Image 0 of KNIT CAPE T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7901/641/800/2/w/448/7901641800_2_1_1.jpg?ts=1689168869733': 'Image 1 of KNIT CAPE T-SHIRT from Zara'}]","₹ 1,990.00",T-shirt with a round neck and cape sleeves. Asymmetric hem.
64,KNIT SHORTS,https://www.zara.com/in/en/knit-shorts-p07901642.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7901/642/800/2/w/448/7901642800_1_1_1.jpg?ts=1689168868825': 'Image 0 of KNIT SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7901/642/800/2/w/448/7901642800_2_1_1.jpg?ts=1689168869352': 'Image 1 of KNIT SHORTS from Zara'}]","₹ 1,890.00",Mid-rise shorts featuring an adjustable elasticated waistband with drawstrings.
