,Product_Name,Link,Product_Image,Price,Details
15,CAPE BLAZER,https://www.zara.com/in/en/cape-blazer-p02876187.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/2876/187/712/22/w/448/2876187712_1_1_1.jpg?ts=1687531940333': 'Image 0 of CAPE BLAZER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2876/187/712/22/w/448/2876187712_2_1_1.jpg?ts=1687532476431': 'Image 1 of CAPE BLAZER from Zara'}]","₹ 5,990.00","Open blazer with no lapels, long cape-style sleeves and matching lining."
17,TAILORED WAISTCOAT,https://www.zara.com/in/en/tailored-waistcoat-p02010715.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/2010/715/743/2/w/448/2010715743_1_1_1.jpg?ts=1692704247795': 'Image 0 of TAILORED WAISTCOAT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2010/715/743/2/w/448/2010715743_2_1_1.jpg?ts=1692704247554': 'Image 1 of TAILORED WAISTCOAT from Zara'}]","₹ 2,990.00",Fitted V-neck waistcoat with front button fastening.
19,TAILORED WAISTCOAT,https://www.zara.com/in/en/tailored-waistcoat-p08178736.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8178/736/712/2/w/448/8178736712_1_1_1.jpg?ts=1690454102579': 'Image 0 of TAILORED WAISTCOAT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8178/736/712/2/w/448/8178736712_2_1_1.jpg?ts=1690454102347': 'Image 1 of TAILORED WAISTCOAT from Zara'}]","₹ 3,290.00",V-neck waistcoat. Featuring false jetted pockets and button fastening on the front.
20,CROPPED BLAZER WITH POCKET,https://www.zara.com/in/en/cropped-blazer-with-pocket-p02010832.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/2010/832/800/3/w/448/2010832800_1_1_1.jpg?ts=1692193508630': 'Image 0 of CROPPED BLAZER WITH POCKET from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2010/832/800/3/w/448/2010832800_2_1_1.jpg?ts=1692193507412': 'Image 1 of CROPPED BLAZER WITH POCKET from Zara'}]","₹ 4,990.00",Cropped blazer with a lapel collar and long sleeves with vents and buttons. Buttoned welt pocket on the chest. Matching lining.
21,SATIN LAPEL COLLAR BLAZER,https://www.zara.com/in/en/satin-lapel-collar-blazer-p04387343.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/4387/343/800/17/w/448/4387343800_1_1_1.jpg?ts=1692365587587': 'Image 0 of SATIN LAPEL COLLAR BLAZER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4387/343/800/17/w/448/4387343800_2_1_1.jpg?ts=1692365586259': 'Image 1 of SATIN LAPEL COLLAR BLAZER from Zara'}]","₹ 4,990.00",Satin blazer with a lapel collar and long sleeves with padded shoulders. Button fastening on the front.
22,DOUBLE-BREASTED OVERSIZED BLAZER,https://www.zara.com/in/en/double-breasted-oversized-blazer-p02753132.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/2753/332/803/2/w/448/2753332803_1_1_1.jpg?ts=1692203340480': 'Image 0 of DOUBLE-BREASTED OVERSIZED BLAZER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2753/132/803/2/w/448/2753132803_2_1_1.jpg?ts=1692700012053': 'Image 1 of DOUBLE-BREASTED OVERSIZED BLAZER from Zara'}]","₹ 4,590.00","Loose-fitting blazer featuring a lapel collar, long sleeves with pronounced shoulders, front flap pockets and front double-breasted button fastening."
25,LINEN BLEND ROLL-UP SLEEVE OPEN BLAZER,https://www.zara.com/in/en/linen-blend-roll-up-sleeve-open-blazer-p08185778.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8185/778/710/2/w/448/8185778710_1_1_1.jpg?ts=1689258559264': 'Image 0 of LINEN BLEND ROLL-UP SLEEVE OPEN BLAZER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8185/778/710/2/w/448/8185778710_2_1_1.jpg?ts=1689258558977': 'Image 1 of LINEN BLEND ROLL-UP SLEEVE OPEN BLAZER from Zara'}]","₹ 4,990.00",Blazer made of a linen blend fabric. Lapel collar and roll-up sleeves with buttoned tabs. Padded shoulders. Front flap pockets.
26,TEXTURED DOUBLE-BREASTED BLAZER,https://www.zara.com/in/en/textured-double-breasted-blazer-p02753422.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/2753/422/401/2/w/448/2753422401_1_1_1.jpg?ts=1692202713000': 'Image 0 of TEXTURED DOUBLE-BREASTED BLAZER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2753/422/401/2/w/448/2753422401_2_1_1.jpg?ts=1692202711741': 'Image 1 of TEXTURED DOUBLE-BREASTED BLAZER from Zara'}]","₹ 5,990.00",Fitted blazer featuring a lapel collar and long sleeves with shoulder pads. Featuring front welt pockets and double-breasted front button fastening.
27,LAPELLESS SHORT BLAZER,https://www.zara.com/in/en/lapelless-short-blazer-p08039178.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8039/178/632/2/w/448/8039178632_1_1_1.jpg?ts=1691658206961': 'Image 0 of LAPELLESS SHORT BLAZER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8039/178/632/2/w/448/8039178632_2_1_1.jpg?ts=1691658207260': 'Image 1 of LAPELLESS SHORT BLAZER from Zara'}]","₹ 5,990.00",Lapelless short blazer featuring long sleeves with openings. Front welt pockets. Matching lining.
30,TAILORED LINEN BLEND WAISTCOAT,https://www.zara.com/in/en/tailored-linen-blend-waistcoat-p07747356.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7747/939/052/3/w/448/7747939052_1_1_1.jpg?ts=1687434571721': 'Image 0 of TAILORED LINEN BLEND WAISTCOAT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7747/939/052/3/w/448/7747939052_2_1_1.jpg?ts=1687434572920': 'Image 1 of TAILORED LINEN BLEND WAISTCOAT from Zara'}]","₹ 2,990.00",V-neck waistcoat made of a linen blend. Featuring front welt pockets and front button fastening.
31,TAILORED LINEN WAISTCOAT,https://www.zara.com/in/en/tailored-linen-waistcoat-p07747372.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7747/372/450/2/w/448/7747372450_1_1_1.jpg?ts=1692281895059': 'Image 0 of TAILORED LINEN WAISTCOAT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7747/372/450/2/w/0/7747372450_2_1_1.jpg?ts=1692281896294': 'Image 1 of TAILORED LINEN WAISTCOAT from Zara'}]","₹ 2,990.00",V-neck waistcoat made of 100% linen. Front welt pockets and front button fastening.
32,TEXTURED VEST WITH FRAYED TRIMS,https://www.zara.com/in/en/textured-vest-with-frayed-trims-p07484245.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7484/245/800/2/w/448/7484245800_1_1_1.jpg?ts=1692203338091': 'Image 0 of TEXTURED VEST WITH FRAYED TRIMS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7484/245/800/2/w/448/7484245800_2_1_1.jpg?ts=1692203338736': 'Image 1 of TEXTURED VEST WITH FRAYED TRIMS from Zara'}]","₹ 4,990.00",Sleeveless waistcoat with a lapel collar. Front patch pockets. Fringed trim details. Golden embossed button front fastening.
33,WAISTCOAT WITH VENT,https://www.zara.com/in/en/waistcoat-with-vent-p04043247.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7762/304/710/2/w/448/7762304710_1_1_1.jpg?ts=1685693896770': 'Image 0 of WAISTCOAT WITH VENT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7762/304/710/2/w/448/7762304710_2_1_1.jpg?ts=1685693894295': 'Image 1 of WAISTCOAT WITH VENT from Zara'}]","₹ 3,290.00",Waistcoat made of viscose. V-neck. Back vent at the hem. Lining. Button-up front.
34,DOUBLE-BREASTED BLAZER WITH LAPEL COLLAR,https://www.zara.com/in/en/double-breasted-blazer-with-lapel-collar-p08375701.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8375/701/712/2/w/448/8375701712_1_1_1.jpg?ts=1692792857703': 'Image 0 of DOUBLE-BREASTED BLAZER WITH LAPEL COLLAR from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8375/701/712/2/w/448/8375701712_2_1_1.jpg?ts=1692792858761': 'Image 1 of DOUBLE-BREASTED BLAZER WITH LAPEL COLLAR from Zara'}]","₹ 5,990.00","Blazer with a lapel collar, long sleeves and padded shoulders. Front flap pockets and a welt chest pocket. Matching lining. Covered buttons on this front."
35,BASIC BLAZER,https://www.zara.com/in/en/basic-blazer-p02010750.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/2010/750/800/17/w/448/2010750800_1_1_1.jpg?ts=1692193680642': 'Image 0 of BASIC BLAZER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2010/750/800/17/w/448/2010750800_2_1_1.jpg?ts=1692193680557': 'Image 1 of BASIC BLAZER from Zara'}]","₹ 5,990.00",Blazer featuring a lapel collar and long sleeves with padded shoulders. Front flap pockets and a chest welt pocket. Back vent at the hem. Button-up front.
40,CROSSOVER WAISTCOAT,https://www.zara.com/in/en/crossover-waistcoat-p08372352.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8372/352/711/2/w/448/8372352711_1_1_1.jpg?ts=1690366719497': 'Image 0 of CROSSOVER WAISTCOAT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8372/352/711/2/w/448/8372352711_2_1_1.jpg?ts=1690366719232': 'Image 1 of CROSSOVER WAISTCOAT from Zara'}]","₹ 4,990.00",Waistcoat with a lapel collar and pronounced shoulders. Featuring false front welt pockets and double breasted button fastening on the front.
41,CROPPED LINEN BLEND WAISTCOAT,https://www.zara.com/in/en/cropped-linen-blend-waistcoat-p03736240.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/3736/240/615/12/w/448/3736240615_1_1_1.jpg?ts=1689693563165': 'Image 0 of CROPPED LINEN BLEND WAISTCOAT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3736/240/615/12/w/448/3736240615_2_1_1.jpg?ts=1689693566134': 'Image 1 of CROPPED LINEN BLEND WAISTCOAT from Zara'}]","₹ 3,290.00",Short sleeveless waistcoat made of a linen blend fabric. V-neck. False welt pockets on the front. Matching lining. Button-up front.
44,LINEN BLEND WAISTCOAT,https://www.zara.com/in/en/linen-blend-waistcoat-p02010711.html,"[{'https://static.zara.net/photos///2023/V/0/1/p/2010/711/832/2/w/448/2010711832_1_1_1.jpg?ts=1684404030109': 'Image 0 of LINEN BLEND WAISTCOAT from Zara'}, {'https://static.zara.net/photos///2023/V/0/1/p/2010/711/832/2/w/448/2010711832_2_1_1.jpg?ts=1684404030261': 'Image 1 of LINEN BLEND WAISTCOAT from Zara'}]","₹ 2,990.00",Sleeveless waistcoat made of a linen blend fabric. V-neck. False welt pockets on the front. Button-up front.
46,WRINKLED-EFFECT DOUBLE-BREASTED BLAZER,https://www.zara.com/in/en/wrinkled-effect-double-breasted-blazer-p01165320.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/1165/320/712/2/w/448/1165320712_1_1_1.jpg?ts=1690454101590': 'Image 0 of WRINKLED-EFFECT DOUBLE-BREASTED BLAZER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1165/320/712/2/w/448/1165320712_2_1_1.jpg?ts=1690454102060': 'Image 1 of WRINKLED-EFFECT DOUBLE-BREASTED BLAZER from Zara'}]","₹ 3,990.00",Blazer featuring a lapel collar and turn-up long sleeves. Double-breasted fastening on the front with buttons.
47,DOUBLE-BREASTED LINEN BLEND BLAZER,https://www.zara.com/in/en/double-breasted-linen-blend-blazer-p08194394.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8194/394/711/2/w/448/8194394711_1_1_1.jpg?ts=1690965015194': 'Image 0 of DOUBLE-BREASTED LINEN BLEND BLAZER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8194/394/711/2/w/448/8194394711_2_1_1.jpg?ts=1690965012031': 'Image 1 of DOUBLE-BREASTED LINEN BLEND BLAZER from Zara'}]","₹ 6,990.00","Blazer made of linen blend fabric. Lapel collar, long sleeves and padded shoulders. Front flap pockets. Double-breasted front button fastening."
48,TEXTURED DOUBLE-BREASTED BLAZER,https://www.zara.com/in/en/textured-double-breasted-blazer-p07609904.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7609/904/251/12/w/448/7609904251_1_1_1.jpg?ts=1685978500481': 'Image 0 of TEXTURED DOUBLE-BREASTED BLAZER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7609/904/251/12/w/448/7609904251_2_1_1.jpg?ts=1685978503083': 'Image 1 of TEXTURED DOUBLE-BREASTED BLAZER from Zara'}]","₹ 6,990.00",Blazer featuring a lapel collar and long sleeves with shoulder pads. Featuring front pockets with flaps and double-breasted front fastening with textured gold buttons.
49,LINEN BLEND WAISTCOAT,https://www.zara.com/in/en/linen-blend-waistcoat-p08008967.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8008/967/727/2/w/448/8008967727_1_1_1.jpg?ts=1688566404918': 'Image 0 of LINEN BLEND WAISTCOAT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8008/967/727/2/w/448/8008967727_2_1_1.jpg?ts=1688486453958': 'Image 1 of LINEN BLEND WAISTCOAT from Zara'}]","₹ 3,290.00",Waistcoat made of a linen blend. V-neckline and no sleeves. Matching lining. Button-up front.
50,LINEN BLEND OVERSIZE WAISTCOAT,https://www.zara.com/in/en/linen-blend-oversize-waistcoat-p07836967.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7836/967/802/2/w/448/7836967802_1_1_1.jpg?ts=1689761503813': 'Image 0 of LINEN BLEND OVERSIZE WAISTCOAT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7836/967/802/2/w/448/7836967802_2_1_1.jpg?ts=1689761507330': 'Image 1 of LINEN BLEND OVERSIZE WAISTCOAT from Zara'}]","₹ 5,990.00",Sleeveless loose-fitting waistcoat made of a linen blend. Lapel collar. Flap pockets on the front and chest welt pockets. Matching lining. Back vent at the hem. Button-up front.
52,TEXTURED DOUBLE-BREASTED BLAZER,https://www.zara.com/in/en/textured-double-breasted-blazer-p07623815.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7623/815/330/12/w/448/7623815330_1_1_1.jpg?ts=1692002574847': 'Image 0 of TEXTURED DOUBLE-BREASTED BLAZER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7623/815/330/12/w/448/7623815330_2_1_1.jpg?ts=1692002575024': 'Image 1 of TEXTURED DOUBLE-BREASTED BLAZER from Zara'}]","₹ 5,990.00","Blazer featuring a lapel collar, long sleeves and padded shoulders. Frayed trims. Double-breasted button fastening on the front."
54,LINEN BLAZER WITH PRINTED CUFFS,https://www.zara.com/in/en/linen-blazer-with-printed-cuffs-p07726392.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7726/392/401/2/w/448/7726392401_1_1_1.jpg?ts=1687440647303': 'Image 0 of LINEN BLAZER WITH PRINTED CUFFS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7726/392/401/2/w/448/7726392401_2_1_1.jpg?ts=1687348744745': 'Image 1 of LINEN BLAZER WITH PRINTED CUFFS from Zara'}]","₹ 4,990.00","Open blazer featuring a lapel collar, turn-up long sleeves and padded shoulders. Front flap pockets."
56,CROPPED DOUBLE-BREASTED BLAZER,https://www.zara.com/in/en/cropped-double-breasted-blazer-p07102332.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7102/332/251/2/w/448/7102332251_1_1_1.jpg?ts=1691511618785': 'Image 0 of CROPPED DOUBLE-BREASTED BLAZER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7102/332/251/2/w/448/7102332251_2_1_1.jpg?ts=1691511618745': 'Image 1 of CROPPED DOUBLE-BREASTED BLAZER from Zara'}]","₹ 4,990.00",Blazer featuring a lapel collar and long sleeves with shoulder pads. Double-breasted front with buttons.
58,LINEN WAISTCOAT WITH TOPSTITCHING,https://www.zara.com/in/en/linen-waistcoat-with-topstitching-p04043272.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/4043/272/802/3/w/448/4043272802_1_1_1.jpg?ts=1689782150340': 'Image 0 of LINEN WAISTCOAT WITH TOPSTITCHING from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4043/272/802/2/w/448/4043272802_6_1_1.jpg?ts=1689673600620': 'Image 1 of LINEN WAISTCOAT WITH TOPSTITCHING from Zara'}]","₹ 3,990.00",Short collared waistcoat made of 100% linen. Patch pockets with buttoned flaps on the front. Contrast visible topstitching details. Button-up front.
59,LINEN BLEND WAISTCOAT,https://www.zara.com/in/en/linen-blend-waistcoat-p08072967.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8072/967/515/2/w/448/8072967515_1_1_1.jpg?ts=1688124231813': 'Image 0 of LINEN BLEND WAISTCOAT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8072/967/515/2/w/448/8072967515_2_1_1.jpg?ts=1688124232699': 'Image 1 of LINEN BLEND WAISTCOAT from Zara'}]","₹ 3,290.00",Waistcoat made of a linen and lyocell blend. V-neckline and no sleeves. Lining. Button-up front.
60,OPEN BACK HALTER WAISTCOAT,https://www.zara.com/in/en/open-back-halter-waistcoat-p07926446.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7926/446/800/3/w/448/7926446800_1_1_1.jpg?ts=1689780805789': 'Image 0 of OPEN BACK HALTER WAISTCOAT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7926/446/800/2/w/448/7926446800_6_1_1.jpg?ts=1689686969791': 'Image 1 of OPEN BACK HALTER WAISTCOAT from Zara'}]","₹ 3,290.00",Halter waistcoat featuring a V-neck and made of a wool blend. False welt pockets on the front. Open back and adjustable strap in the same fabric with buckle. Asymmetric hem. Button-up front.
61,LINEN BLEND WAISTCOAT,https://www.zara.com/in/en/linen-blend-waistcoat-p07839967.html,[],"₹ 3,290.00",Waistcoat made of a linen blend fabric. V-neck. False welt pockets on the front. Matching lining. Button-up front.
64,HIGH COLLAR BLAZER,https://www.zara.com/in/en/high-collar-blazer-p09006221.html,[],"₹ 5,990.00",Blazer with a high neck and long sleeves with pronounced shoulders. Featuring front patch pockets and front metal hook fastening.
65,DOUBLE-BREASTED LINEN BLEND BLAZER,https://www.zara.com/in/en/double-breasted-linen-blend-blazer-p02753225.html,[],"₹ 5,990.00","Blazer made a linen blend fabric. Lapel collar, long sleeves and padded shoulders. Front flap pockets. Double-breasted front button fastening."
67,SHORT BLAZER WITH PADDED SHOULDERS,https://www.zara.com/in/en/short-blazer-with-padded-shoulders-p09929322.html,[],"₹ 4,990.00",Collarless blazer featuring long sleeves with padded shoulders. Double-breasted front button fastening.
68,LINEN BLEND CROPPED BLAZER,https://www.zara.com/in/en/linen-blend-cropped-blazer-p08073220.html,[],"₹ 4,990.00",Blazer made of a linen blend fabric. Lapel collar with long sleeves and padded shoulders. Hidden snap-button fastening on the front.
69,STRIPED LINEN BLEND BLAZER,https://www.zara.com/in/en/striped-linen-blend-blazer-p08372324.html,[],"₹ 5,990.00","Blazer made a linen blend fabric. Lapel collar, long sleeves and padded shoulders. Front flap pockets. Front button fastening."
70,TIE-DYE LINEN BLEND BLAZER,https://www.zara.com/in/en/tie-dye-linen-blend-blazer-p07577013.html,[],"₹ 9,590.00","Blazer made of a linen and cotton blend. Lapel collar, V-neck and long sleeves. Front flap pockets. Button fastening at the front."
73,CROPPED WAISTCOAT,https://www.zara.com/in/en/cropped-waistcoat-p08372451.html,[],"₹ 3,990.00",Sleeveless collared gilet with shoulder pads. Front button fastening.
74,STRAIGHT BLAZER WITH POCKETS,https://www.zara.com/in/en/straight-blazer-with-pockets-p07876346.html,[],"₹ 7,590.00",Straight blazer made of a cotton blend. Lapel collar and long sleeves. Front flap pockets. Back vent at the hem. Button-up front.
75,ASYMMETRIC DOUBLE-BREASTED WAISTCOAT - LIMITED EDITION,https://www.zara.com/in/en/asymmetric-double-breasted-waistcoat---limited-edition-p07655728.html,[],"₹ 5,990.00",Waistcoat made of linen blend. V-neckline. False welt pocket on the front. Tab detail in the same fabric at the back. Asymmetric hem. Double-breasted button-up front.
76,LINEN BLAZER,https://www.zara.com/in/en/linen-blazer-p03191023.html,[],"₹ 8,590.00","Blazer made of 100% linen. Lapel collar, V-neckline and long sleeves. Front flap pockets. Matching lining. Front button fastening."
78,SHORT TEXTURED WEAVE BLAZER,https://www.zara.com/in/en/short-textured-weave-blazer-p07102231.html,[],"₹ 4,990.00",Blazer with a lapel collar and long sleeves with shoulder pads. Double-breasted front with golden buttons.
79,STRAIGHT BLAZER,https://www.zara.com/in/en/straight-blazer-p07102334.html,[],"₹ 5,990.00",Blazer with a lapel collar. Long sleeves with shoulder pads. Front pockets with flaps. Matching lining. Button-up front.
80,SHORT TEXTURED WEAVE BLAZER,https://www.zara.com/in/en/short-textured-weave-blazer-p07102233.html,[],"₹ 4,990.00",Collarless blazer with long sleeves. Front patch pockets with flaps. Front button fastening.
81,TEXTURED BLAZER WITH PATCH POCKETS,https://www.zara.com/in/en/textured-blazer-with-patch-pockets-p08015128.html,[],"₹ 4,990.00",Blazer featuring a lapel collar and long sleeves with tabs and buttons on the shoulders. Front patch pockets with flaps. Button-up front.
83,CREASED-EFFECT STRAIGHT RUSTIC BLAZER,https://www.zara.com/in/en/creased-effect-straight-rustic-blazer-p03046335.html,[],"₹ 5,990.00","Blazer featuring a lapel collar, long sleeves and shoulder pads. Front flap pockets. Button-up front."
86,LOOSE-FITTING BLAZER,https://www.zara.com/in/en/loose-fitting-blazer-p08111559.html,[],"₹ 5,990.00","Blazer with a lapel collar, long sleeves and shoulder pads. Front flap pockets. Front button-up fastening."
