,Product_Name,Link,Product_Image,Price,Details
12,BASIC KNIT SWEATER,https://www.zara.com/in/en/basic-knit-sweater-p01509115.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/1509/115/108/17/w/448/1509115108_1_1_1.jpg?ts=1692352262228': 'Image 0 of BASIC KNIT SWEATER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1509/115/108/17/w/448/1509115108_2_1_1.jpg?ts=1692352259659': 'Image 1 of BASIC KNIT SWEATER from Zara'}]",₹ 990.00,"Round neck sweater featuring long sleeves, side vents at the hem and ribbed trims."
13,WATER AND WIND PROTECTION RUBBERISED RAINCOAT,https://www.zara.com/in/en/water-and-wind-protection-rubberised-raincoat-p06318023.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/6318/023/712/17/w/448/6318023712_1_1_1.jpg?ts=1692286317660': 'Image 0 of WATER AND WIND PROTECTION RUBBERISED RAINCOAT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6318/023/712/17/w/448/6318023712_2_1_1.jpg?ts=1692286315953': 'Image 1 of WATER AND WIND PROTECTION RUBBERISED RAINCOAT from Zara'}]","₹ 5,990.00",Raincoat featuring a high collar with hood and drawstrings. Long sleeves with adjustable snap-button cuffs. Front flap pockets. Side vents at the hem. Zip-up front with hidden snap buttons.
14,BASIC STRIPED JACKET,https://www.zara.com/in/en/basic-striped-jacket-p00506109.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/0506/109/105/17/w/448/0506109105_1_1_1.jpg?ts=1690990295933': 'Image 0 of BASIC STRIPED JACKET from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0506/109/105/17/w/448/0506109105_2_1_1.jpg?ts=1690990298244': 'Image 1 of BASIC STRIPED JACKET from Zara'}]","₹ 2,990.00",Round neck jacket featuring long sleeves with an opening on the cuffs. Front fastening with faux pearl buttons.
15,BELTED CHINO TROUSERS,https://www.zara.com/in/en/belted-chino-trousers-p08173398.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8173/398/401/12/w/448/8173398401_1_1_1.jpg?ts=1692274754279': 'Image 0 of BELTED CHINO TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8173/398/401/12/w/448/8173398401_2_1_1.jpg?ts=1692271364899': 'Image 1 of BELTED CHINO TROUSERS from Zara'}]","₹ 3,290.00",High-waist trousers with front darts. Front pockets and buttoned false welt pockets at the back. Front zip fly and button fastening. Embossed belt detail.
16,TOTE WITH INTERIOR BAG,https://www.zara.com/in/en/tote-with-interior-bag-p16040210.html,"[{'https://static.zara.net/photos///2023/I/1/1/p/6040/210/709/2/w/448/6040210709_1_1_1.jpg?ts=1691591568333': 'Image 0 of TOTE WITH INTERIOR BAG from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/6040/210/709/2/w/448/6040210709_6_1_1.jpg?ts=1690789413294': 'Image 1 of TOTE WITH INTERIOR BAG from Zara'}]","₹ 3,290.00",Tote bag. Shoulder straps. Inner bag with gathered drawstring fastening.Height x Length x Width 22 x 36 x 14 cm. / 8.6 x 14.1 x 5.5″
17,BALLET FLATS WITH BUCKLES,https://www.zara.com/in/en/ballet-flats-with-buckles-p11502210.html,"[{'https://static.zara.net/photos///2023/I/1/1/p/1502/210/800/2/w/448/1502210800_1_1_1.jpg?ts=1691591567982': 'Image 0 of BALLET FLATS WITH BUCKLES from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1502/210/800/2/w/448/1502210800_6_1_1.jpg?ts=1691653154327': 'Image 1 of BALLET FLATS WITH BUCKLES from Zara'}]","₹ 2,890.00","Ballet flats. Buckled straps across the instep. Round toe.Sole height: 1 cm. / 0.3″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more"
19,CARROT FIT TROUSERS WITH DARTS DETAIL,https://www.zara.com/in/en/carrot-fit-trousers-with-darts-detail-p01478060.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/1478/060/800/2/w/448/1478060800_1_1_1.jpg?ts=1692791553719': 'Image 0 of CARROT FIT TROUSERS WITH DARTS DETAIL from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1478/060/800/26/w/448/1478060800_2_1_1.jpg?ts=1692877539382': 'Image 1 of CARROT FIT TROUSERS WITH DARTS DETAIL from Zara'}]","₹ 4,990.00",Mid-waist trousers made of a viscose blend. Belt loops. Side pockets and rear welt pockets. Dart details on the front. Pleated hem with contrast button. Front zip fly and button fastening.
23,STRIPED OVERSIZE SHIRT,https://www.zara.com/in/en/striped-oversize-shirt-p09479267.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/9479/267/096/2/w/448/9479267096_1_1_1.jpg?ts=1691509296694': 'Image 0 of STRIPED OVERSIZE SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9479/267/096/2/w/448/9479267096_2_1_1.jpg?ts=1691509298985': 'Image 1 of STRIPED OVERSIZE SHIRT from Zara'}]","₹ 3,290.00",Loose-fitting shirt featuring a Johnny collar and long sleeves with cuffs. Chest patch pocket. Pleated detail on the back. Button-up front.
24,100% WOOL KNIT CARDIGAN,https://www.zara.com/in/en/100-wool-knit-cardigan-p02893103.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/2893/103/809/4/w/448/2893103809_1_1_1.jpg?ts=1692271042358': 'Image 0 of 100% WOOL KNIT CARDIGAN from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2893/103/809/4/w/448/2893103809_2_1_1.jpg?ts=1692271052784': 'Image 1 of 100% WOOL KNIT CARDIGAN from Zara'}]","₹ 4,990.00",Cardigan made of 100% wool. Round neck and long sleeves. Button-up front. Ribbed trims.
25,100% WOOL KNIT SWEATER,https://www.zara.com/in/en/100-wool-knit-sweater-p02893106.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/2893/106/809/4/w/448/2893106809_1_1_1.jpg?ts=1692271338379': 'Image 0 of 100% WOOL KNIT SWEATER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2893/106/809/4/w/448/2893106809_2_1_1.jpg?ts=1692271049473': 'Image 1 of 100% WOOL KNIT SWEATER from Zara'}]","₹ 4,990.00","Sweater made of 100% wool. Featuring a round neckline, long sleeves and ribbed trims."
26,LEATHER BELT,https://www.zara.com/in/en/leather-belt-p06399204.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/6399/204/800/2/w/448/6399204800_1_1_1.jpg?ts=1691675320062': 'Image 0 of LEATHER BELT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6399/204/800/2/w/448/6399204800_2_1_1.jpg?ts=1691675319819': 'Image 1 of LEATHER BELT from Zara'}]","₹ 2,290.00",Leather belt. Fastening with metal buckle and belt loop.
29,BASIC KNIT SWEATER,https://www.zara.com/in/en/basic-knit-sweater-p08851121.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8851/121/800/10/w/448/8851121800_1_1_1.jpg?ts=1692271054086': 'Image 0 of BASIC KNIT SWEATER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8851/121/800/10/w/448/8851121800_2_1_1.jpg?ts=1692271049482': 'Image 1 of BASIC KNIT SWEATER from Zara'}]","₹ 1,890.00",Round neck sweater with long sleeves and decorative gold buttons. Ribbed trims.
30,ZW STRAIGHT-LEG MID-RISE CROPPED JEANS,https://www.zara.com/in/en/zw-straight-leg-mid-rise-cropped-jeans-p06840262.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/6840/262/427/12/w/448/6840262427_1_1_1.jpg?ts=1691748354505': 'Image 0 of ZW STRAIGHT-LEG MID-RISE CROPPED JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6840/262/427/12/w/448/6840262427_2_1_1.jpg?ts=1691748354219': 'Image 1 of ZW STRAIGHT-LEG MID-RISE CROPPED JEANS from Zara'}]","₹ 3,290.00",Slim Fit - Straight Leg - Mid-riseZW ZARA WOMAN JEANSMid-rise faded jeans with belt loops. Five-pocket design. Front zip fly and metal top button fastening.View more
32,LINEN COAT WITH VENTS - LIMITED EDITION,https://www.zara.com/in/en/linen-coat-with-vents---limited-edition-p07838023.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7838/023/727/3/w/448/7838023727_1_1_1.jpg?ts=1689780439915': 'Image 0 of LINEN COAT WITH VENTS - LIMITED EDITION from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7838/023/727/2/w/448/7838023727_6_1_1.jpg?ts=1689686968425': 'Image 1 of LINEN COAT WITH VENTS - LIMITED EDITION from Zara'}]","₹ 10,990.00",Long coat made of 100% linen. Lapel collar and long sleeves. Side in-seam pockets. Front vents at the hem. Front fastening with ties in the same fabric.
33,OPEN BACK HALTER WAISTCOAT,https://www.zara.com/in/en/open-back-halter-waistcoat-p07926446.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7926/446/800/3/w/448/7926446800_1_1_1.jpg?ts=1689780805789': 'Image 0 of OPEN BACK HALTER WAISTCOAT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7926/446/800/2/w/448/7926446800_6_1_1.jpg?ts=1689686969791': 'Image 1 of OPEN BACK HALTER WAISTCOAT from Zara'}]","₹ 3,290.00",Halter waistcoat featuring a V-neck and made of a wool blend. False welt pockets on the front. Open back and adjustable strap in the same fabric with buckle. Asymmetric hem. Button-up front.
35,LONG SATIN SKIRT - LIMITED EDITION,https://www.zara.com/in/en/long-satin-skirt---limited-edition-p07825827.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7825/827/800/3/w/448/7825827800_1_1_1.jpg?ts=1689782343849': 'Image 0 of LONG SATIN SKIRT - LIMITED EDITION from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7825/827/800/3/w/448/7825827800_2_1_1.jpg?ts=1689782340733': 'Image 1 of LONG SATIN SKIRT - LIMITED EDITION from Zara'}]","₹ 8,590.00",High-waist long skirt made of 100% viscose fabric. Asymmetric hem with tail. Invisible side zip fastening.
36,FLAT LEATHER CAGE SANDALS,https://www.zara.com/in/en/flat-leather-cage-sandals-p11511210.html,"[{'https://static.zara.net/photos///2023/I/1/1/p/1511/210/800/2/w/448/1511210800_1_1_1.jpg?ts=1689674130303': 'Image 0 of FLAT LEATHER CAGE SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1511/210/800/2/w/448/1511210800_2_1_1.jpg?ts=1689674127417': 'Image 1 of FLAT LEATHER CAGE SANDALS from Zara'}]","₹ 4,990.00","Flat leather cage sandals. Wide straps on the front. Buckled ankle strap fastening.Sole height: 2 cm. / 0.7″AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more"
38,MAXI BOMBER JACKET WITH POCKETS,https://www.zara.com/in/en/maxi-bomber-jacket-with-pockets-p03736245.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/3736/245/800/18/w/448/3736245800_1_1_1.jpg?ts=1691565073010': 'Image 0 of MAXI BOMBER JACKET WITH POCKETS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3736/245/800/18/w/448/3736245800_2_1_1.jpg?ts=1691565072593': 'Image 1 of MAXI BOMBER JACKET WITH POCKETS from Zara'}]","₹ 7,590.00",Cropped bomber jacket with a round neck and long sleeves. Front maxi patch pockets with flaps. Lining. Matching ribbed trims. Front snap-button fastening.
39,LINEN BLEND WAISTCOAT,https://www.zara.com/in/en/linen-blend-waistcoat-p07839967.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7839/967/800/2/w/448/7839967800_1_1_1.jpg?ts=1689335053951': 'Image 0 of LINEN BLEND WAISTCOAT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7839/967/800/2/w/448/7839967800_2_1_1.jpg?ts=1689335053345': 'Image 1 of LINEN BLEND WAISTCOAT from Zara'}]","₹ 3,290.00",Waistcoat made of a linen blend fabric. V-neck. False welt pockets on the front. Matching lining. Button-up front.
40,COTTON BLEND OXFORD SHIRT,https://www.zara.com/in/en/cotton-blend-oxford-shirt-p08372046.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8372/046/046/19/w/448/8372046046_1_1_1.jpg?ts=1692689692579': 'Image 0 of COTTON BLEND OXFORD SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8372/046/046/19/w/448/8372046046_2_1_1.jpg?ts=1692689690531': 'Image 1 of COTTON BLEND OXFORD SHIRT from Zara'}]","₹ 2,590.00",Shirt made of a cotton blend. Johnny collar and long sleeves. Asymmetric hem. Button-up front.
41,FULL LENGTH FLARE TROUSERS,https://www.zara.com/in/en/full-length-flare-trousers-p02753245.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/2753/245/401/2/w/448/2753245401_1_1_1.jpg?ts=1692352292803': 'Image 0 of FULL LENGTH FLARE TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2753/245/401/2/w/448/2753245401_2_1_1.jpg?ts=1692352293902': 'Image 1 of FULL LENGTH FLARE TROUSERS from Zara'}]","₹ 3,290.00","High-waist trousers with front pockets and a back false welt pockets. Flared hems. Front zip fly, interior button and metal hook fastening."
42,FITTED BLAZER WITH SEAMS,https://www.zara.com/in/en/fitted-blazer-with-seams-p02753345.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/2753/345/401/2/w/448/2753345401_1_1_1.jpg?ts=1692352292134': 'Image 0 of FITTED BLAZER WITH SEAMS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2753/345/401/2/w/448/2753345401_2_1_1.jpg?ts=1692352293592': 'Image 1 of FITTED BLAZER WITH SEAMS from Zara'}]","₹ 5,990.00",Blazer with a lapel collar and long sleeves with shoulder pads. Front flap pockets. Visible seam detail on the waist. Fastens at the front with buttons.
43,HIGH-WAIST TROUSERS,https://www.zara.com/in/en/high-waist-trousers-p07102562.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7102/562/804/18/w/448/7102562804_1_1_1.jpg?ts=1692689248482': 'Image 0 of HIGH-WAIST TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7102/562/804/18/w/448/7102562804_2_1_1.jpg?ts=1692689248227': 'Image 1 of HIGH-WAIST TROUSERS from Zara'}]","₹ 2,590.00","High-waist trousers with seam detail on the front and back. Front welt pockets. Front zip fly, inside button and metal hook fastening."
44,SHORT DOUBLE-BREASTED TRENCH COAT,https://www.zara.com/in/en/short-double-breasted-trench-coat-p07999818.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7999/818/401/2/w/448/7999818401_1_1_1.jpg?ts=1693305748529': 'Image 0 of SHORT DOUBLE-BREASTED TRENCH COAT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7999/818/401/2/w/448/7999818401_2_1_1.jpg?ts=1693305748457': 'Image 1 of SHORT DOUBLE-BREASTED TRENCH COAT from Zara'}]","₹ 5,990.00",Short trench coat featuring a lapel collar and long sleeves with buttons. Front welt pockets. Double-breasted button fastening on the front.
45,RIBBED TOP,https://www.zara.com/in/en/ribbed-top-p04424300.html,"[{'https://static.zara.net/photos///2023/V/0/1/p/7901/470/687/2/w/448/7901470687_1_1_1.jpg?ts=1684917864624': 'Image 0 of RIBBED TOP from Zara'}, {'https://static.zara.net/photos///2023/V/0/1/p/4424/300/809/2/w/448/4424300809_6_1_1.jpg?ts=1682606574846': 'Image 1 of RIBBED TOP from Zara'}]",₹ 890.00,Round neck T-shirt with short sleeves.
46,Z1975 STRAIGHT-FIT HIGH-WAIST FULL LENGTH JEANS,https://www.zara.com/in/en/z1975-straight-fit-high-waist-full-length-jeans-p06147177.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/6147/177/407/2/w/448/6147177407_6_1_1.jpg?ts=1691592012421': 'Image 0 of Z1975 STRAIGHT-FIT HIGH-WAIST FULL LENGTH JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6147/177/407/2/w/448/6147177407_6_2_1.jpg?ts=1691592012672': 'Image 1 of Z1975 STRAIGHT-FIT HIGH-WAIST FULL LENGTH JEANS from Zara'}]","₹ 3,290.00",High-waist jeans with five pockets. Faded effect. Straight and extra-long leg. Front zip fly and metallic button fastening.
47,LEATHER MULE LOAFERS WITH BUCKLE,https://www.zara.com/in/en/leather-mule-loafers-with-buckle-p12504110.html,"[{'https://static.zara.net/photos///2023/I/1/1/p/2517/110/105/2/w/448/2517110105_1_1_1.jpg?ts=1690189294500': 'Image 0 of LEATHER MULE LOAFERS WITH BUCKLE from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/2517/110/105/2/w/448/2517110105_2_1_1.jpg?ts=1690189295675': 'Image 1 of LEATHER MULE LOAFERS WITH BUCKLE from Zara'}]","₹ 4,990.00","Leather flat mule loafers. Metallic buckle detail on the front. Sole height: 1 cm. / 0.3″ AIRFIT®. Flexible technical latex foam insole, designed to offer greater comfort.View more"
49,WATER-REPELLENT PUFFER GILET WITH WIND PROTECTION,https://www.zara.com/in/en/water-repellent-puffer-gilet-with-wind-protection-p03046219.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/3046/219/706/2/w/448/3046219706_6_1_1.jpg?ts=1692947385890': 'Image 0 of WATER-REPELLENT PUFFER GILET WITH WIND PROTECTION from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3046/219/706/2/w/448/3046219706_6_2_1.jpg?ts=1692947385265': 'Image 1 of WATER-REPELLENT PUFFER GILET WITH WIND PROTECTION from Zara'}]","₹ 4,990.00",WATER-REPELLENT - WIND PROTECTION Long puffer gilet with a high neck and an adjustable drawstring hood. Front zip pockets. Metal zip front fastening.
51,BLOUSE WITH JABOT FRILLS AND PEARL BEAD BUTTONS,https://www.zara.com/in/en/blouse-with-jabot-frills-and-pearl-bead-buttons-p07969230.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7969/230/250/2/w/448/7969230250_1_1_1.jpg?ts=1692889132974': 'Image 0 of BLOUSE WITH JABOT FRILLS AND PEARL BEAD BUTTONS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7969/230/250/2/w/448/7969230250_2_1_1.jpg?ts=1692889132926': 'Image 1 of BLOUSE WITH JABOT FRILLS AND PEARL BEAD BUTTONS from Zara'}]","₹ 2,990.00",Collared blouse featuring long sleeves with slit cuffs. Jabot frills on the front. Button-up front hidden by a button placket and pearl bead appliqués on the collar and cuffs.
52,SEMI-SHEER RHINESTONE SHIRT,https://www.zara.com/in/en/semi-sheer-rhinestone-shirt-p07484162.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7484/162/712/2/w/448/7484162712_1_1_1.jpg?ts=1692879489420': 'Image 0 of SEMI-SHEER RHINESTONE SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7484/162/712/2/w/448/7484162712_2_1_1.jpg?ts=1692879489288': 'Image 1 of SEMI-SHEER RHINESTONE SHIRT from Zara'}]","₹ 3,290.00",Semi-sheer collared shirt with long cuffed sleeves and front fastening with rhinestone buttons.
53,Z1975 FLARED HIGH-WAIST JEANS,https://www.zara.com/in/en/z1975-flared-high-waist-jeans-p05862170.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/5862/170/406/2/w/448/5862170406_1_1_1.jpg?ts=1692892310709': 'Image 0 of Z1975 FLARED HIGH-WAIST JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5862/170/406/2/w/448/5862170406_2_1_1.jpg?ts=1692892311442': 'Image 1 of Z1975 FLARED HIGH-WAIST JEANS from Zara'}]","₹ 3,290.00",HIGH-RISE - FLAREFaded high-rise jeans with a five-pocket design. Flared hems. Front zip fly and metal top button fastening.
54,LEATHER COWBOY ANKLE BOOTS,https://www.zara.com/in/en/leather-cowboy-ankle-boots-p13122210.html,"[{'https://static.zara.net/photos///2023/I/1/1/p/3122/210/800/22/w/448/3122210800_1_1_1.jpg?ts=1693212788058': 'Image 0 of LEATHER COWBOY ANKLE BOOTS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3122/210/800/22/w/448/3122210800_2_1_1.jpg?ts=1693212790542': 'Image 1 of LEATHER COWBOY ANKLE BOOTS from Zara'}]","₹ 8,990.00",Leather cowboy-style ankle boots. Block heel. Side pull tabs. Pointed toe. Heel height of 5 cm. / 1.9″
55,PLEATED HIGH-WAIST BERMUDA SHORTS,https://www.zara.com/in/en/pleated-high-waist-bermuda-shorts-p02753235.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/2753/235/800/2/w/448/2753235800_1_1_1.jpg?ts=1691758137997': 'Image 0 of PLEATED HIGH-WAIST BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2753/235/800/2/w/448/2753235800_2_1_1.jpg?ts=1691758136958': 'Image 1 of PLEATED HIGH-WAIST BERMUDA SHORTS from Zara'}]","₹ 2,590.00","High-waist Bermuda shorts with front darts. Front pockets and rear false flap pocket. Front zip fly, interior button and metal hook fastening."
