,product_name,link, product_images,price,details
19,PREMIUM BERMUDA JOGGERS,https://www.zara.com/in/en/premium-bermuda-joggers-p00761439.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0761/439/401/2/w/448/0761439401_1_1_1.jpg?ts=1692951282737': 'Image 0 of PREMIUM BERMUDA JOGGERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0761/439/401/2/w/448/0761439401_2_1_1.jpg?ts=1692951286401': 'Image 1 of PREMIUM BERMUDA JOGGERS from Zara'}]","₹ 2,590.00","Bermuda shorts featuring an elastic waistband with adjustable drawstrings, front pockets and rear pocket detail."
27,SOFT DENIM BERMUDA SHORTS,https://www.zara.com/in/en/soft-denim-bermuda-shorts-p01187444.html,"[{'https://static.zara.net/photos///2023/V/0/2/p/1187/444/406/2/w/448/1187444406_1_1_1.jpg?ts=1679481016312': 'Image 0 of SOFT DENIM BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/1187/444/406/2/w/448/1187444406_2_1_1.jpg?ts=1679481011218': 'Image 1 of SOFT DENIM BERMUDA SHORTS from Zara'}]","₹ 2,590.00",Slim fit Bermuda shorts. Adjustable elasticated waistband with drawstring. Five pockets. Faded effect. Turn-up hems.
31,CREASED-EFFECT BERMUDA SHORTS,https://www.zara.com/in/en/creased-effect-bermuda-shorts-p06103310.html,"[{'https://static.zara.net/photos///2023/V/0/2/p/6103/330/250/2/w/448/6103330250_1_1_1.jpg?ts=1683041313010': 'Image 0 of CREASED-EFFECT BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/6103/330/250/2/w/448/6103330250_2_1_1.jpg?ts=1683041309431': 'Image 1 of CREASED-EFFECT BERMUDA SHORTS from Zara'}]","₹ 2,590.00",Bermuda shorts made of cotton. Adjustable elasticated waistband with drawstring. Side pockets and rear patch pocket detail.
34,COTTON-LINEN BERMUDA SHORTS,https://www.zara.com/in/en/cotton-linen-bermuda-shorts-p04365300.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4365/300/251/2/w/448/4365300251_1_1_1.jpg?ts=1688714833709': 'Image 0 of COTTON-LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4365/300/251/2/w/448/4365300251_2_1_1.jpg?ts=1688714834336': 'Image 1 of COTTON-LINEN BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Relaxed fit Bermuda shorts made of a linen and cotton blend fabric. Adjustable elasticated waistband with drawstring. Side pockets and rear patch pocket detail. Irregular hem.
38,SEERSUCKER BERMUDA SHORTS WITH CONTRAST TOPSTITCHING,https://www.zara.com/in/en/seersucker-bermuda-shorts-with-contrast-topstitching-p03268302.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/3268/302/403/2/w/448/3268302403_1_1_1.jpg?ts=1691503022118': 'Image 0 of SEERSUCKER BERMUDA SHORTS WITH CONTRAST TOPSTITCHING from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3268/302/403/2/w/448/3268302403_2_1_1.jpg?ts=1691503021437': 'Image 1 of SEERSUCKER BERMUDA SHORTS WITH CONTRAST TOPSTITCHING from Zara'}]","₹ 3,290.00",Relaxed-fit Bermuda shorts with an adjustable elasticated waistband with drawstrings. Front pockets and back patch pockets. Contrast topstitching all over the garment.
39,VINTAGE DENIM BERMUDA SHORTS,https://www.zara.com/in/en/vintage-denim-bermuda-shorts-p00621300.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0621/300/400/2/w/448/0621300400_1_1_1.jpg?ts=1688552338463': 'Image 0 of VINTAGE DENIM BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0621/300/400/2/w/448/0621300400_2_1_1.jpg?ts=1688552339557': 'Image 1 of VINTAGE DENIM BERMUDA SHORTS from Zara'}]","₹ 3,990.00",Relaxed fit Bermuda shorts. Five pockets. Vintage fade effect. Front zip fly and button fastening.
43,100% LINEN BERMUDA SHORTS,https://www.zara.com/in/en/100-linen-bermuda-shorts-p01538403.html,"[{'https://static.zara.net/photos///2023/V/0/2/p/1538/403/052/2/w/448/1538403052_1_1_1.jpg?ts=1678189945192': 'Image 0 of 100% LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/1538/403/052/2/w/448/1538403052_2_1_1.jpg?ts=1678189945379': 'Image 1 of 100% LINEN BERMUDA SHORTS from Zara'}]","₹ 2,990.00",Bermuda shorts made of linen fabric. Front pockets and back welt pockets. Front zip fly and top button fastening.
49,TECHNICAL CARGO BERMUDA SHORTS,https://www.zara.com/in/en/technical-cargo-bermuda-shorts-p01538440.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1538/440/403/2/w/448/1538440403_1_1_1.jpg?ts=1687966281880': 'Image 0 of TECHNICAL CARGO BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1538/440/403/2/w/448/1538440403_2_1_1.jpg?ts=1687966281313': 'Image 1 of TECHNICAL CARGO BERMUDA SHORTS from Zara'}]","₹ 2,990.00",Bermuda shorts made of a technical fabric. Adjustable elasticated waistband with drawstring. Front pockets and back welt pockets. Patch pockets with flaps on the legs. Side slits at the hem.
53,COTTON CARGO BERMUDA SHORTS,https://www.zara.com/in/en/cotton-cargo-bermuda-shorts-p02553302.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/2553/302/800/2/w/448/2553302800_1_1_1.jpg?ts=1689940496243': 'Image 0 of COTTON CARGO BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2553/302/800/2/w/448/2553302800_2_1_1.jpg?ts=1689940496601': 'Image 1 of COTTON CARGO BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Relaxed fit Bermuda shorts made of cotton fabric. Elastic waist. Front pockets and rear patch pocket detail. Patch pocket with flap appliqué on the leg. Front zip fly and snap-button fastening.
57,BASIC DENIM BERMUDA SHORTS,https://www.zara.com/in/en/basic-denim-bermuda-shorts-p01538422.html,"[{'https://static.zara.net/photos///2023/V/0/2/p/1538/422/400/2/w/448/1538422400_1_1_1.jpg?ts=1676453815756': 'Image 0 of BASIC DENIM BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/1538/422/400/2/w/448/1538422400_2_1_1.jpg?ts=1676453810582': 'Image 1 of BASIC DENIM BERMUDA SHORTS from Zara'}]","₹ 2,590.00",Straight fit Bermuda shorts with a five-pocket design and front zip fly and top button fastening.
63,LINEN - COTTON BERMUDA SHORTS,https://www.zara.com/in/en/linen---cotton-bermuda-shorts-p08574349.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/8574/349/707/2/w/448/8574349707_1_1_1.jpg?ts=1687937159892': 'Image 0 of LINEN - COTTON BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8574/349/707/2/w/448/8574349707_2_1_1.jpg?ts=1687937159668': 'Image 1 of LINEN - COTTON BERMUDA SHORTS from Zara'}]","₹ 2,990.00",Carrot fit Bermuda shorts made of a linen and cotton blend fabric. Adjustable elasticated waistband and front pleat details. Side pockets and rear welt pocket detail.
68,TEXTURED JOGGER BERMUDA SHORTS,https://www.zara.com/in/en/textured-jogger-bermuda-shorts-p00962321.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0962/321/710/2/w/448/0962321710_1_1_1.jpg?ts=1689926675546': 'Image 0 of TEXTURED JOGGER BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0962/321/710/2/w/448/0962321710_2_1_1.jpg?ts=1689926676418': 'Image 1 of TEXTURED JOGGER BERMUDA SHORTS from Zara'}]","₹ 2,990.00",Relaxed-fit Bermuda shorts made of a textured fabric. Adjustable elasticated waistband with drawstring. Side pockets and back patch pocket detail.
69,STAR PRINT BERMUDA SHORTS,https://www.zara.com/in/en/star-print-bermuda-shorts-p05852261.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5852/261/027/2/w/448/5852261027_1_1_1.jpg?ts=1687445757984': 'Image 0 of STAR PRINT BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5852/261/027/2/w/448/5852261027_2_1_1.jpg?ts=1687445760186': 'Image 1 of STAR PRINT BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Relaxed fit Bermuda shorts made of satiny fabric. Elasticated adjustable drawstring waistband. Side pockets. Hem with contrast stripes.
73,STRIPE PRINT BERMUDA SHORTS,https://www.zara.com/in/en/stripe-print-bermuda-shorts-p06085307.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6085/307/250/2/w/448/6085307250_1_1_1.jpg?ts=1689087950377': 'Image 0 of STRIPE PRINT BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6085/307/250/2/w/448/6085307250_2_1_1.jpg?ts=1689087951498': 'Image 1 of STRIPE PRINT BERMUDA SHORTS from Zara'}]","₹ 2,990.00",Relaxed-fit Bermuda shorts made of a satiny fabric. Adjustable elasticated waistband with an inner drawstring. Side pockets.
77,CARPENTER BERMUDA SHORTS WITH POCKET,https://www.zara.com/in/en/carpenter-bermuda-shorts-with-pocket-p08727325.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/8727/325/400/2/w/448/8727325400_1_1_1.jpg?ts=1691072087552': 'Image 0 of CARPENTER BERMUDA SHORTS WITH POCKET from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8727/325/400/2/w/448/8727325400_2_1_1.jpg?ts=1691072087577': 'Image 1 of CARPENTER BERMUDA SHORTS WITH POCKET from Zara'}]","₹ 2,990.00",Relaxed fit Bermuda shorts. Front pockets and rear patch pockets. Faded effect. Contrast topstitching all over the garment. Patch pocket appliqué and multipurpose strap on the leg. Front zip fly and button fastening.View more
78,LOOSE-FIT CARGO BERMUDA SHORTS,https://www.zara.com/in/en/loose-fit-cargo-bermuda-shorts-p03175407.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/3175/407/407/2/w/448/3175407407_1_1_1.jpg?ts=1690361440953': 'Image 0 of LOOSE-FIT CARGO BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3175/407/407/2/w/448/3175407407_2_1_1.jpg?ts=1690361441154': 'Image 1 of LOOSE-FIT CARGO BERMUDA SHORTS from Zara'}]","₹ 3,990.00",Loose fit Bermuda shorts. Five-pocket design. Faded effect. Patch pockets with flaps on the legs. Front zip fly and top button fastening.
79,ACID WASH CARGO BERMUDA SHORTS,https://www.zara.com/in/en/acid-wash-cargo-bermuda-shorts-p07627316.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/7627/316/800/2/w/448/7627316800_1_1_1.jpg?ts=1687256307063': 'Image 0 of ACID WASH CARGO BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7627/316/800/2/w/448/7627316800_2_1_1.jpg?ts=1687256312780': 'Image 1 of ACID WASH CARGO BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Relaxed fit Bermuda shorts. Front pockets and rear patch pockets. Patch pocket appliqués with flaps on the legs. Faded effect. Front zip fly and button fastening.
80,DENIM UTILITY BERMUDA SHORTS,https://www.zara.com/in/en/denim-utility-bermuda-shorts-p05575376.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5575/376/445/2/w/448/5575376445_1_1_1.jpg?ts=1688716941073': 'Image 0 of DENIM UTILITY BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5575/376/445/2/w/448/5575376445_2_1_1.jpg?ts=1688552338826': 'Image 1 of DENIM UTILITY BERMUDA SHORTS from Zara'}]","₹ 4,990.00",Relaxed fit faded Bermuda shorts. Front pockets and rear patch pockets. Multipurpose pockets on the front and legs. Front zip fly and button fastening.
82,DENIM CARGO BERMUDA SHORTS,https://www.zara.com/in/en/denim-cargo-bermuda-shorts-p08062301.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/8062/301/427/2/w/448/8062301427_1_1_1.jpg?ts=1685698726468': 'Image 0 of DENIM CARGO BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8062/301/427/2/w/448/8062301427_2_1_1.jpg?ts=1685698726197': 'Image 1 of DENIM CARGO BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Faded relaxed fit Bermuda shorts. Front pockets and pockets at the rear. Patch pockets with flaps on the legs. Zip fly and top button fastening.
86,100% LINEN BERMUDA SHORTS,https://www.zara.com/in/en/100-linen-bermuda-shorts-p04387409.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4387/409/615/2/w/448/4387409615_1_1_1.jpg?ts=1689926675818': 'Image 0 of 100% LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4387/409/615/2/w/448/4387409615_2_1_1.jpg?ts=1689926679351': 'Image 1 of 100% LINEN BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Relaxed fit Bermuda shorts made of linen. Elasticated waistband with front pleated details. Front pockets and rear welt pockets. Front zip fly and button fastening.
87,100% LINEN BERMUDA SHORTS,https://www.zara.com/in/en/100-linen-bermuda-shorts-p08574445.html,"[{'https://static.zara.net/photos///2023/V/0/1/p/8574/445/800/2/w/448/8574445800_1_1_1.jpg?ts=1679051705328': 'Image 0 of 100% LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/1/p/8574/445/800/2/w/448/8574445800_2_1_1.jpg?ts=1679051704556': 'Image 1 of 100% LINEN BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Bermuda shorts made of linen fabric. Adjustable elasticated waistband with interior drawstring. Front pockets and rear welt pockets.
89,100% LINEN BERMUDA SHORTS,https://www.zara.com/in/en/100-linen-bermuda-shorts-p05802262.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/5802/262/620/4/w/448/5802262620_1_1_1.jpg?ts=1687345178543': 'Image 0 of 100% LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5802/262/620/4/w/448/5802262620_2_3_1.jpg?ts=1687345177525': 'Image 1 of 100% LINEN BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Relaxed-fit Bermuda shorts made of linen fabric. Adjustable elasticated waist with drawstring. Front pockets and back patch pockets.
90,100% LINEN BERMUDA SHORTS,https://www.zara.com/in/en/100-linen-bermuda-shorts-p08574364.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/8574/364/420/5/w/448/8574364420_1_1_1.jpg?ts=1688640292067': 'Image 0 of 100% LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8574/364/420/5/w/448/8574364420_2_3_1.jpg?ts=1688640291239': 'Image 1 of 100% LINEN BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Short Bermuda shorts made of linen. Elasticated waistband with inner drawstring. Side pockets.
91,COMFORT BERMUDA SHORTS,https://www.zara.com/in/en/comfort-bermuda-shorts-p02553411.html,"[{'https://static.zara.net/photos///2023/V/0/2/p/2553/401/710/2/w/0/2553401710_1_1_1.jpg?ts=1683201823667': 'Image 0 of COMFORT BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/2553/401/710/2/w/0/2553401710_2_1_1.jpg?ts=1683201823250': 'Image 1 of COMFORT BERMUDA SHORTS from Zara'}]","₹ 2,990.00",Bermuda shorts featuring an adjustable elastic waistband with interior drawstring. Side pockets and rear pocket detail.
96,TEXTURED OXFORD BERMUDA SHORTS,https://www.zara.com/in/en/textured-oxford-bermuda-shorts-p07147402.html,"[{'https://static.zara.net/photos///2023/V/0/2/p/7147/402/250/2/w/448/7147402250_1_1_1.jpg?ts=1677661750822': 'Image 0 of TEXTURED OXFORD BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/7147/402/250/2/w/448/7147402250_2_1_1.jpg?ts=1677661750494': 'Image 1 of TEXTURED OXFORD BERMUDA SHORTS from Zara'}]","₹ 2,890.00",Bermuda shorts made of a linen and cotton blend. Featuring front pockets and rear welt pockets. Zip fly and top button fastening.
101,VISCOSE - LINEN BERMUDA SHORTS,https://www.zara.com/in/en/viscose---linen-bermuda-shorts-p04432420.html,"[{'https://static.zara.net/photos///2023/V/0/2/p/4432/420/104/2/w/448/4432420104_1_1_1.jpg?ts=1678442204063': 'Image 0 of VISCOSE - LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/4432/420/104/2/w/448/4432420104_2_1_1.jpg?ts=1678442201310': 'Image 1 of VISCOSE - LINEN BERMUDA SHORTS from Zara'}]","₹ 2,890.00",Bermuda shorts in a viscose and linen blend fabric. Elasticated adjustable waistband with drawstrings. Front pockets and rear patch pocket.
106,FADED TEXTURED COTTON BERMUDA SHORTS,https://www.zara.com/in/en/faded-textured-cotton-bermuda-shorts-p06917312.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/6917/312/643/2/w/448/6917312643_1_1_1.jpg?ts=1691137642911': 'Image 0 of FADED TEXTURED COTTON BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6917/312/643/2/w/0/6917312643_2_1_1.jpg?ts=1691138569999': 'Image 1 of FADED TEXTURED COTTON BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Relaxed fit Bermuda shorts made of textured cotton fabric. Adjustable elasticated waistband with drawstring. Side pockets and a rear pocket detail. Hems with matching embroidered slogan detail. Faded effect.
110,CARGO BERMUDA SHORTS,https://www.zara.com/in/en/cargo-bermuda-shorts-p09252450.html,"[{'https://static.zara.net/photos///2023/V/0/2/p/9252/450/707/2/w/448/9252450707_1_1_1.jpg?ts=1680101319970': 'Image 0 of CARGO BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/9252/450/707/2/w/448/9252450707_2_1_1.jpg?ts=1680101322699': 'Image 1 of CARGO BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Bermuda shorts with an elasticated waistband. Front pockets and rear flap pockets. Patch pockets with flaps on the leg. Front zip fly and button fastening.
114,BASIC COLOURED BERMUDAS,https://www.zara.com/in/en/basic-coloured-bermudas-p00108425.html,"[{'https://static.zara.net/photos///2023/V/0/2/p/0108/425/250/2/w/448/0108425250_1_1_1.jpg?ts=1677663417153': 'Image 0 of BASIC COLOURED BERMUDAS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/0108/425/250/2/w/448/0108425250_2_1_1.jpg?ts=1677663416854': 'Image 1 of BASIC COLOURED BERMUDAS from Zara'}]","₹ 2,590.00",Faded Bermuda shorts made of cotton. Five pockets. Zip fly and top button fastening.
119,RUSTIC COTTON BERMUDA SHORTS,https://www.zara.com/in/en/rustic-cotton-bermuda-shorts-p07147300.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/7147/300/506/2/w/448/7147300506_1_1_1.jpg?ts=1686727298516': 'Image 0 of RUSTIC COTTON BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/7147/300/506/2/w/448/7147300506_2_1_1.jpg?ts=1686727298106': 'Image 1 of RUSTIC COTTON BERMUDA SHORTS from Zara'}]","₹ 2,990.00",Bermuda shorts made of cotton. Adjustable elasticated waistband with drawstring. Front pockets and rear patch pocket detail.
124,TEXTURED BERMUDA SHORTS,https://www.zara.com/in/en/textured-bermuda-shorts-p04840402.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4840/402/409/2/w/448/4840402409_1_1_1.jpg?ts=1688658455311': 'Image 0 of TEXTURED BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4840/402/409/2/w/448/4840402409_2_1_1.jpg?ts=1688658666138': 'Image 1 of TEXTURED BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Bermuda shorts with an adjustable elasticated waistband. Front pockets and back welt pocket detail.
125,VISCOSE - LINEN BERMUDA SHORTS,https://www.zara.com/in/en/viscose---linen-bermuda-shorts-p05943410.html,"[{'https://static.zara.net/photos///2023/I/0/1/p/5943/410/982/3/w/448/5943410982_1_1_1.jpg?ts=1688731678534': 'Image 0 of VISCOSE - LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5943/410/982/3/w/448/5943410982_2_3_1.jpg?ts=1688731687731': 'Image 1 of VISCOSE - LINEN BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Bermuda shorts made of a viscose and linen blend fabric. Adjustable elasticated waistband with drawstring. Front pockets and rear pocket detail.
127,COTTON-LINEN BERMUDA SHORTS,https://www.zara.com/in/en/cotton-linen-bermuda-shorts-p06861312.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6861/312/658/2/w/448/6861312658_1_1_1.jpg?ts=1689256347668': 'Image 0 of COTTON-LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6861/312/658/2/w/448/6861312658_2_1_1.jpg?ts=1689256345712': 'Image 1 of COTTON-LINEN BERMUDA SHORTS from Zara'}]","₹ 3,290.00",Relaxed fit Bermuda shorts made of a cotton and linen blend fabric. Adjustable elasticated waistband with drawstring. Side pockets and rear jetted pockets.
