,product_name,link, product_images,price,details
12,ATHLETICZ SPORTS BELT BAG,https://www.zara.com/in/en/athleticz-sports-belt-bag-p13613120.html,"[{'https://static.zara.net/photos///2023/V/1/2/p/3613/120/032/2/w/448/3613120032_2_1_1.jpg?ts=1679500863401': 'Image 0 of ATHLETICZ SPORTS BELT BAG from Zara'}, {'https://static.zara.net/photos///2023/V/1/2/p/3613/120/032/2/3613120032_16_1_1/w/37/poster.jpg?ts=1679500867233': 'Image 1 of ATHLETICZ SPORTS BELT BAG from Zara'}]","₹ 1,990.00",Sports belt bag with a combination of materials on the exterior. The pocket has zip closure. The front has a reflective detail. The back part is made of elastic mesh that allows you to touch the screen without removing the device. The strap is elastic and adjustable with a technical clip buckle.Height x Length x Width 6 x 20 x 5 cm. / 2.3 x 7.8 x 1.9″View more
13,XL RUBBERISED CROSSBODY WALLET,https://www.zara.com/in/en/xl-rubberised-crossbody-wallet-p13816220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3816/220/800/2/w/448/3816220800_2_1_1.jpg?ts=1692627350747': 'Image 0 of XL RUBBERISED CROSSBODY WALLET from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3816/220/800/2/w/448/3816220800_2_2_1.jpg?ts=1692627349723': 'Image 1 of XL RUBBERISED CROSSBODY WALLET from Zara'}]","₹ 2,590.00",XL wallet with a rubberised finish. Plain exterior. Main compartment with zip closure. The inside features four compartments. Zip pocket. Several slots for cards and banknotes. Small pocket on the front with zip closure. Adjustable and detachable shoulder strap.Height x Length: 12 x 22.5 cm. / 4.7 x 8.8″View more
17,MINI TIE-DYE TOTE BAG,https://www.zara.com/in/en/mini-tie-dye-tote-bag-p13635220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3635/220/800/2/w/448/3635220800_6_1_1.jpg?ts=1692706013577': 'Image 0 of MINI TIE-DYE TOTE BAG from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3635/220/800/2/w/448/3635220800_6_2_1.jpg?ts=1692706013663': 'Image 1 of MINI TIE-DYE TOTE BAG from Zara'}]","₹ 2,890.00",Mini tote bag. Rigid exterior. One pocket with magnetic closure. Two handles and an adjustable and detachable shoulder strap.Height x Length x Width 18 x 15 x 6 cm. / 7.0 x 5.9 x 2.3″View more
18,RUBBERISED CROSSBODY BAG,https://www.zara.com/in/en/rubberised-crossbody-bag-p13530120.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3530/120/097/2/w/448/3530120097_2_1_1.jpg?ts=1684753831877': 'Image 0 of RUBBERISED CROSSBODY BAG from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3530/120/097/2/w/448/3530120097_2_2_1.jpg?ts=1684753832348': 'Image 1 of RUBBERISED CROSSBODY BAG from Zara'}]","₹ 2,990.00","Crossbody bag. Semi-rigid exterior. Rubberised finish with embossing. The main compartment fastens with a flap and double magnetic closure. The interior features two main compartments, one without closure with a small zip pocket and the other with zip closure. Matching adjustable shoulder strap.Length x Height x Width: 19 x 12 x 7 cm. / 7.4 x 4.7 x 2.7″View more"
20,MULTIFUNCTIONAL BRIEFCASE,https://www.zara.com/in/en/multifunctional-briefcase-p13404220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3404/220/800/2/w/448/3404220800_2_1_1.jpg?ts=1691754036893': 'Image 0 of MULTIFUNCTIONAL BRIEFCASE from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3404/220/800/2/w/448/3404220800_2_2_1.jpg?ts=1691754036991': 'Image 1 of MULTIFUNCTIONAL BRIEFCASE from Zara'}]","₹ 7,590.00",Monochrome briefcase with a rubberised finish. The main compartment with zip closure is suitable for electronic devices and laptops of up to 13 inches. Its interior features several pockets in different sizes and one large pocket with zip closure. On the front it has a small flat pocket with push-back fastening. Two zip pockets at the back. Handle and two adjustable padded shoulder straps so it can be used as a backpack. Height x Length x Width 31 x 43 x 16 cm.View more
24,RUBBERISED MINI BOWLING BAG,https://www.zara.com/in/en/rubberised-mini-bowling-bag-p13109220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3109/220/800/2/w/448/3109220800_6_1_1.jpg?ts=1689335429340': 'Image 0 of RUBBERISED MINI BOWLING BAG from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3109/220/800/2/w/448/3109220800_6_2_1.jpg?ts=1689335429397': 'Image 1 of RUBBERISED MINI BOWLING BAG from Zara'}]","₹ 2,890.00",Bowling bag. Rubberised finish. The main compartment fastens with a zip and its interior has a small zip pocket. Small zip pocket at the front. Features two handles and one adjustable and detachable shoulder strap.Height x Length x Width 12 x 26 x 12 cm. / 4.7 x 10.2 x 4.7″View more
25,RUBBERISED BOWLING BAG,https://www.zara.com/in/en/rubberised-bowling-bag-p13120121.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3120/121/107/2/w/448/3120121107_2_1_1.jpg?ts=1684764005146': 'Image 0 of RUBBERISED BOWLING BAG from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3120/121/107/2/w/448/3120121107_2_2_1.jpg?ts=1684764005215': 'Image 1 of RUBBERISED BOWLING BAG from Zara'}]","₹ 5,990.00",Bowling bag. Plain upper. The main compartment has zip closure and its interior has two pockets without closure and one zip pocket. Medium pocket with push-back fastening at the front and no fastening on one side. Featuring two handles and an adjustable and detachable shoulder strap. Height x Length x Width 30 x 47 x 31 cm. / 11.8 x 18.5 x 12.2″View more
26,RUBBERISED BOWLING BAG,https://www.zara.com/in/en/rubberised-bowling-bag-p13120120.html,"[{'https://static.zara.net/photos///2023/V/1/2/p/3120/120/800/2/w/448/3120120800_2_1_1.jpg?ts=1677583242129': 'Image 0 of RUBBERISED BOWLING BAG from Zara'}, {'https://static.zara.net/photos///2023/V/1/2/p/3120/120/800/2/w/448/3120120800_2_2_1.jpg?ts=1677583242580': 'Image 1 of RUBBERISED BOWLING BAG from Zara'}]","₹ 5,990.00",Bowling bag made of technical rubberised fabric. Main compartment with zip closure and the inside has two pockets without closure and a zip pocket. Snap-button pocket on the front. Pocket on one side and a strap on the other. Two handles and an adjustable and detachable shoulder strap.Height x Length x Width 12 x 49 x 25 cm. / 4.7 x 19.2 x 9.8″View more
27,RUBBERISED MINI CROSSBODY BAG WITH FLAP,https://www.zara.com/in/en/rubberised-mini-crossbody-bag-with-flap-p13636220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3636/220/500/2/w/448/3636220500_2_1_1.jpg?ts=1691487479659': 'Image 0 of RUBBERISED MINI CROSSBODY BAG WITH FLAP from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3636/220/500/2/w/448/3636220500_2_2_1.jpg?ts=1691487479692': 'Image 1 of RUBBERISED MINI CROSSBODY BAG WITH FLAP from Zara'}]","₹ 2,890.00",Crossbody bag with a rubberised finish. Main compartment with zip closure. Small inner pocket with zip closure. Front pocket with magnetic clasp closure and a flap. Back pocket with snap-button fastening. Adjustable shoulder strap. Height x Length x Width 11 x 18 x 7 cm. / 4.3 x 7.0 x 2.7″View more
30,XL CROSSBODY WALLET,https://www.zara.com/in/en/xl-crossbody-wallet-p13605221.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3605/221/500/2/w/448/3605221500_6_1_1.jpg?ts=1690450142294': 'Image 0 of XL CROSSBODY WALLET from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3605/221/500/2/w/448/3605221500_6_2_1.jpg?ts=1690450142311': 'Image 1 of XL CROSSBODY WALLET from Zara'}]","₹ 2,890.00","XL crossbody wallet. Plain upper. Main compartment with zip closure. Featuring six inner compartments. Two zip pockets. Several card slots and notes. Front pocket with hidden magnetic clasp closure. Back pocket with snap button fastening. Adjustable shoulder strap.Height x Length x Width 13,5 x 22 x 6 cm. / 5.3 x 8.6 x 2.3″View more"
32,CONTRAST LEATHER TOTE BAG,https://www.zara.com/in/en/contrast-leather-tote-bag-p13345220.html,"[{'https://static.zara.net/photos///2023/I/1/1/p/3345/220/002/2/w/448/3345220002_2_1_1.jpg?ts=1692193323931': 'Image 0 of CONTRAST LEATHER TOTE BAG from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3345/220/002/2/w/448/3345220002_6_1_1.jpg?ts=1691053050441': 'Image 1 of CONTRAST LEATHER TOTE BAG from Zara'}]","₹ 11,990.00","Tote bag. Soft construction. Combination of leather and fabric on the upper. Main pocket with zip closure. Its interior features a small pocket without closure. Two handles and a longer shoulder strap.Height x Length x Width 30,5 x 58 x 28 cm. / 12.0 x 22.8 x 11.0″View more"
35,CANVAS TOTE BAG,https://www.zara.com/in/en/canvas-tote-bag-p13329220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3329/220/052/2/w/448/3329220052_2_1_1.jpg?ts=1689941745016': 'Image 0 of CANVAS TOTE BAG from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3329/220/052/2/w/448/3329220052_2_2_1.jpg?ts=1689941743682': 'Image 1 of CANVAS TOTE BAG from Zara'}]","₹ 3,290.00",Tote bag. Soft design. Main pocket with no closure. Its interior has a small pocket with zip closure. Its front has a pocket with a push-back closure. Two handles and a longer shoulder strap.Height x Length x Width: 38 x 57 x 23 cm. / 14.9 x 22.4 x 9.0″View more
36,BACKPACK WITH GATHERED DETAIL,https://www.zara.com/in/en/backpack-with-gathered-detail-p13233220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3233/220/800/2/w/448/3233220800_2_1_1.jpg?ts=1691062145204': 'Image 0 of BACKPACK WITH GATHERED DETAIL from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3233/220/800/2/w/448/3233220800_2_2_1.jpg?ts=1691062146503': 'Image 1 of BACKPACK WITH GATHERED DETAIL from Zara'}]","₹ 2,890.00",Bag-style backpack. Soft construction. Main compartment with gathered drawstring closure and inside zip pocket. Front medium-sized compartment with zip closure. Two handles and two adjustable rope shoulder straps. Height x Length x Width: 43 x 32 x 3 cm. / 16.9 x 12.5 x 1.1″View more
38,L HAND HELD TOTE BAG,https://www.zara.com/in/en/l-hand-held-tote-bag-p13306220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3306/220/800/2/w/448/3306220800_2_1_1.jpg?ts=1686306555948': 'Image 0 of L HAND HELD TOTE BAG from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3306/220/800/2/w/448/3306220800_6_1_1.jpg?ts=1692282820267': 'Image 1 of L HAND HELD TOTE BAG from Zara'}]","₹ 2,990.00",Semi-rigid tote bag. Main pocket with a magnetic closure. Its interior has a pocket with no closure. Features two rigid handles.Height x Length x Width 33 x 26 x 1 cm. / 12.9 x 10.2 x 0.3″View more
39,MINI MINIMALIST TOTE BAG,https://www.zara.com/in/en/mini-minimalist-tote-bag-p13633220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3633/220/800/2/w/448/3633220800_6_1_1.jpg?ts=1691073818622': 'Image 0 of MINI MINIMALIST TOTE BAG from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3633/220/800/2/w/448/3633220800_6_2_1.jpg?ts=1691073818606': 'Image 1 of MINI MINIMALIST TOTE BAG from Zara'}]","₹ 2,890.00",Mini tote bag. Semi-rigid exterior. Main pocket with magnetic closure. Two handles and an adjustable and detachable shoulder strap.Height x Length x Width: 18.5 x 15 x 6.5 cm. / 7.2 x 5.9 x 2.5″View more
40,M HAND HELD TOTE BAG,https://www.zara.com/in/en/m-hand-held-tote-bag-p13331220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3331/220/800/2/w/448/3331220800_6_1_1.jpg?ts=1692282820282': 'Image 0 of M HAND HELD TOTE BAG from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3331/220/800/2/w/448/3331220800_6_2_1.jpg?ts=1692282820276': 'Image 1 of M HAND HELD TOTE BAG from Zara'}]","₹ 3,290.00","Semi-rigid tote bag. Main pocket with a magnetic closure. Its interior has a pocket with no closure. Features two rigid handles.Height x Length x Width 18 x 14,5 x 6,5 cm. / 7.0 x 5.7 x 2.5″View more"
41,DETACHABLE CROSSBODY BAG,https://www.zara.com/in/en/detachable-crossbody-bag-p13510220.html,"[{'https://static.zara.net/photos///2023/I/1/1/p/3510/220/800/3/w/448/3510220800_2_1_1.jpg?ts=1692609559453': 'Image 0 of DETACHABLE CROSSBODY BAG from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3510/220/800/3/w/0/3510220800_2_2_1.jpg?ts=1692609558616': 'Image 1 of DETACHABLE CROSSBODY BAG from Zara'}]","₹ 3,290.00",Crossbody accessory. Soft design. Three detachable and interchangeable compartments with a hidden magnetic closure: the largest with three card slots on the inside. Belt-style buckle fastening.
43,MINI CROSSBODY BAG WITH FLAP,https://www.zara.com/in/en/mini-crossbody-bag-with-flap-p13612220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3612/220/800/2/w/448/3612220800_2_1_1.jpg?ts=1692627350574': 'Image 0 of MINI CROSSBODY BAG WITH FLAP from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3612/220/800/2/w/0/3612220800_2_2_1.jpg?ts=1692627348336': 'Image 1 of MINI CROSSBODY BAG WITH FLAP from Zara'}]","₹ 2,590.00",Crossbody bag. Soft construction. The main compartment has zip closure and the inside has a small pocket without closure. Front pocket with magnetic closure and flap. Adjustable and detachable shoulder strap.Height x Length x Width 19 x 11 x 6 cm. / 7.4 x 4.3 x 2.3″View more
44,SLIM EMBOSSED CLUTCH,https://www.zara.com/in/en/slim-embossed-clutch-p13705220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3705/220/800/2/w/448/3705220800_2_1_1.jpg?ts=1687947344954': 'Image 0 of SLIM EMBOSSED CLUTCH from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3705/220/800/2/w/448/3705220800_2_2_1.jpg?ts=1687947345032': 'Image 1 of SLIM EMBOSSED CLUTCH from Zara'}]","₹ 2,590.00",Clutch bag. Main compartment with zip closure. Small inside pocket with zip closure. Medium-sized front pocket with magnetic clasp and flap. Matching handle. Height x Length: 19.5 x 30 cm. / 7.6 x 11.8″View more
45,RIGID MINAUDIÈRE MINI CROSSBODY BAG,https://www.zara.com/in/en/rigid-minaudiere-mini-crossbody-bag-p13629220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3629/220/800/2/w/448/3629220800_2_1_1.jpg?ts=1687947291300': 'Image 0 of RIGID MINAUDIÈRE MINI CROSSBODY BAG from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3629/220/800/2/w/448/3629220800_2_2_1.jpg?ts=1687947291314': 'Image 1 of RIGID MINAUDIÈRE MINI CROSSBODY BAG from Zara'}]","₹ 2,890.00",Rectangular rigid crossbody bag. Plain exterior. The main compartment has metallic closure and its interior has a flat pocket. Adjustable and detachable shoulder strap and handle. Height x Length x Width: 17 x 18 x 7 cm. / 6.6 x 7.0 x 2.7″View more
46,BACKPACK WITH FOLDOVER FLAP,https://www.zara.com/in/en/backpack-with-foldover-flap-p13200220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3200/220/120/2/w/448/3200220120_2_2_1.jpg?ts=1686306556637': 'Image 0 of BACKPACK WITH FOLDOVER FLAP from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3200/220/120/2/w/448/3200220120_6_1_1.jpg?ts=1686234440306': 'Image 1 of BACKPACK WITH FOLDOVER FLAP from Zara'}]","₹ 4,590.00",Monochrome backpack. Embossed exterior. The main compartment has zip closure and its interior has a large pocket without closure. Medium pocket on the front with hidden magnetic clasp closure. The back and base are padded. Top handle and two adjustable padded shoulder straps.Height x Length x Width: 44 x 34 x 18 cm. / 17.3 x 13.3 x 7.0″View more
49,RUBBERISED EXPLORER BACKPACK,https://www.zara.com/in/en/rubberised-explorer-backpack-p13221220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3221/220/800/2/w/448/3221220800_6_1_1.jpg?ts=1692023928866': 'Image 0 of RUBBERISED EXPLORER BACKPACK from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3221/220/800/2/w/448/3221220800_6_2_1.jpg?ts=1692023928334': 'Image 1 of RUBBERISED EXPLORER BACKPACK from Zara'}]","₹ 5,590.00","Multi-pocket explorer backpack. Rubberised finish. The main compartment fastens with a foldover flap, gathered detail and clip buckle. The inside has a zip pocket. Featuring two front zip pockets. Top handle and two adjustable padded shoulder straps.Height x Length x Width 38 x 28 x 16 cm. / 14.9 x 11.0 x 6.2″View more"
51,TOILETRY BAG WITH TOPSTITCHING,https://www.zara.com/in/en/toiletry-bag-with-topstitching-p13701220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3701/220/800/2/w/448/3701220800_6_1_1.jpg?ts=1687935488408': 'Image 0 of TOILETRY BAG WITH TOPSTITCHING from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3701/220/800/2/w/448/3701220800_6_2_1.jpg?ts=1687935488854': 'Image 1 of TOILETRY BAG WITH TOPSTITCHING from Zara'}]","₹ 2,590.00","Toiletry bag. Soft construction. The main compartment has zip closure with a small flap. The inside has a small pocket without closure. Front pocket with zip closure with a small flap. Features a handle on the side.Height x Length x Width 13 x 25 x 9,5 cm. / 5.1 x 9.8 x 3.7″View more"
53,CONTRAST RUBBERISED TOILETRY BAG,https://www.zara.com/in/en/contrast-rubberised-toiletry-bag-p13703220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3703/220/203/2/w/448/3703220203_6_1_1.jpg?ts=1691684458750': 'Image 0 of CONTRAST RUBBERISED TOILETRY BAG from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3703/220/203/2/w/448/3703220203_6_2_1.jpg?ts=1691684458877': 'Image 1 of CONTRAST RUBBERISED TOILETRY BAG from Zara'}]","₹ 2,590.00",Toiletry bag. Rubberised finish. The main compartment has a zip closure. The inside has a small flat pocket with no closure. The front and back has a pocket with zip closure. Features a handle on one side.Height x Length x Width: 13 x 26 x 11 cm. / 5.1 x 10.2 x 4.3″View more
55,RUBBERISED TOILETRY BAG,https://www.zara.com/in/en/rubberised-toiletry-bag-p13706220.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3706/220/800/2/w/448/3706220800_6_1_1.jpg?ts=1690975610624': 'Image 0 of RUBBERISED TOILETRY BAG from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3706/220/800/2/w/448/3706220800_6_2_1.jpg?ts=1690975610627': 'Image 1 of RUBBERISED TOILETRY BAG from Zara'}]","₹ 2,890.00",Toiletry bag. Rubberised finish. The main compartment has zip closure. The inside has a zip pocket. Front pocket with zip closure and a small flap. Features a handle on the side.Height x Length x Width 15 x 22 x 12 cm. / 5.9 x 8.6 x 4.7″View more
57,LEATHER TOILETRY BAG,https://www.zara.com/in/en/leather-toiletry-bag-p13702120.html,"[{'https://static.zara.net/photos///2023/I/1/2/p/3702/120/700/2/w/448/3702120700_2_1_1.jpg?ts=1686306556669': 'Image 0 of LEATHER TOILETRY BAG from Zara'}, {'https://static.zara.net/photos///2023/I/1/2/p/3702/120/700/2/w/448/3702120700_2_3_1.jpg?ts=1686306555605': 'Image 1 of LEATHER TOILETRY BAG from Zara'}]","₹ 2,990.00",Leather toiletry bag. The main compartment fastens with a zip. The inside has a pocket. Handle on one side.Height x Length x Width 12 x 23 x 11 cm. / 4.7 x 9.0 x 4.3″View more
