product_name,link,product_images,price,details,category,gender
BRAIDED CROSSBODY BAG,https://www.zara.com/in/en/braided-crossbody-bag-p16059210.html,https://static.zara.net/photos///2023/I/1/1/p/6059/210/111/2/w/448/6059210111_1_1_1.jpg?ts=1691073268631,111.86,Braided crossbody bag. Long braided strap. Zip closure. Height x Length x Width 18 x 18 x 7 cm. / 7.0 x 7.0 x 2.7″,BAGS,women
PLAITED TOTE BAG,https://www.zara.com/in/en/plaited-tote-bag-p16060210.html,https://static.zara.net/photos///2023/I/1/1/p/6060/210/716/2/w/448/6060210716_1_1_1.jpg?ts=1691073268041,111.86,Braided tote bag. Long braided strap. Zip closure.Height x Length x Width 17 x 35 x 10 cm. / 6.6 x 13.7 x 3.9″,BAGS,women
MESH MINI TOTE BAG,https://www.zara.com/in/en/mesh-mini-tote-bag-p16108110.html,https://static.zara.net/photos///2023/V/1/1/p/6108/110/802/22/w/448/6108110802_1_1_1.jpg?ts=1681374851329,27.86,"Mini tote bag. Beaded detailing on the exterior. Lining.Height x Length x Width 14,3 x 19 x 7 cm. / 5.6 x 7.4 x 2.7″",BAGS,women
MACRAMÉ SHOULDER BAG,https://www.zara.com/in/en/macrame-shoulder-bag-p16101110.html,https://static.zara.net/photos///2023/I/1/1/p/6101/110/719/2/w/448/6101110719_15_2_1.jpg?ts=1684498139767,46.06,"Knit macramé shoulder bag. Lined interior. Shoulder strap. Magnetic clasp closure. Height x Length x Width 21,1 x 32,6 x 5,4 cm. / 8.3 x 12.8 x 2.1″",BAGS,women
MACRAMÉ TOTE BAG,https://www.zara.com/in/en/macrame-tote-bag-p16100110.html,https://static.zara.net/photos///2023/I/1/1/p/6100/110/719/2/w/448/6100110719_1_1_1.jpg?ts=1684837641502,83.86,"Knit macramé tote bag. Shoulder straps. Inner bag with gathered drawstring fastening. Height x Length x Width 34,8 x 58,2 x 20,5 cm. / 13.7 x 22.9 x 8.0″",BAGS,women
BEADED SHOULDER BAG WITH FRINGING,https://www.zara.com/in/en/beaded-shoulder-bag-with-fringing-p16361010.html,https://static.zara.net/photos///2023/I/1/1/p/6361/010/091/2/w/448/6361010091_1_1_1.jpg?ts=1690968920422,69.86,Shoulder bag with beads and fringing. Magnetic clasp closure on the flap. Height x Length x Width 13 x 23 x 5 cm. / 5.1 x 9.0 x 1.9″,BAGS,women
CUTWORK MINI TOTE BAG,https://www.zara.com/in/en/cutwork-mini-tote-bag-p16153110.html,https://static.zara.net/photos///2023/I/1/1/p/6078/210/800/2/w/448/6078210800_1_1_1.jpg?ts=1689686542615,83.86,"Mini tote bag with cutwork effect. Fabric inner bag with gathered closure. Top handles and detachable and adjustable crossbody strap. Magnetic clasp closure. Height x Length x Width 18,7 x 24,7 x 11,5 cm. / 7.3 x 9.7 x 4.5″View more",BAGS,women
MINI LEATHER BUCKET BAG WITH COINS,https://www.zara.com/in/en/mini-leather-bucket-bag-with-coins-p16063210.html,https://static.zara.net/photos///2023/I/1/1/p/6063/210/719/2/w/448/6063210719_1_1_1.jpg?ts=1692200336829,195.86,Mini leather bucket bag. Metallic details in the shape of coins. Shoulder strap. Magnetic clasp closure. Height x Length x Width: 21 x 27 x 11 cm. / 8.2 x 10.6 x 4.3″View more,BAGS,women
LEATHER BUCKET BAG WITH COINS,https://www.zara.com/in/en/leather-bucket-bag-with-coins-p16062210.html,https://static.zara.net/photos///2023/I/1/1/p/6062/210/719/2/w/448/6062210719_1_1_1.jpg?ts=1690189295087,237.86,Leather bucket bag. Metallic details in the shape of coins. Adjustable shoulder strap. Magnetic clasp closure. Height x Length x Width: 27.7 x 25 x 13.4 cm. / 10.9 x 9.8 x 5.2″View more,BAGS,women
BRAIDED MINI TOTE BAG,https://www.zara.com/in/en/braided-mini-tote-bag-p16213110.html,https://static.zara.net/photos///2023/I/1/1/p/6213/110/111/2/w/448/6213110111_1_1_1.jpg?ts=1685616454473,36.26,"Woven mini tote bag. Handles and detachable and adjustable crossbody strap. Magnetic clasp closure. Height x Length x Width 17 x 22,5 x 10 cm. / 6.6 x 8.8 x 3.9″View more",BAGS,women
PLAITED TOTE BAG,https://www.zara.com/in/en/plaited-tote-bag-p16207110.html,https://static.zara.net/photos///2023/I/1/1/p/6064/210/500/2/w/448/6064210500_1_1_1.jpg?ts=1688732311392,46.06,"Woven paper tote bag. Handles.Height x Length x Width 24,6 x 43,8 x 16,4 cm. / 9.6 x 17.2 x 6.4″",BAGS,women
BUCKET BAG WITH RUFFLES,https://www.zara.com/in/en/bucket-bag-with-ruffles-p16049210.html,https://static.zara.net/photos///2023/I/1/1/p/6049/210/111/2/w/448/6049210111_1_1_1.jpg?ts=1688127590783,69.86,Bucket bag with beading. Ruffled detail. Shoulder strap. Lined interior. Magnetic clasp closure. Height x Length x Width: 14 x 29.5 x 15 cm. / 5.5 x 11.6 x 5.9″View more,BAGS,women
QUILTED TOTE BAG,https://www.zara.com/in/en/quilted-tote-bag-p16037210.html,https://static.zara.net/photos///2023/I/1/1/p/6037/210/300/2/w/448/6037210300_1_1_1.jpg?ts=1690466482853,40.46,"Quilted-effect tote bag. Handles and detachable and adjustable crossbody strap. Magnetic clasp closure. Height x Length x Width 31,5 x 26,9 x 12,7 cm. / 12.4 x 10.5 x 5.0″View more",BAGS,women
DENIM PATCHWORK MINI CITY BAG,https://www.zara.com/in/en/denim-patchwork-mini-city-bag-p16025210.html,https://static.zara.net/photos///2023/I/1/1/p/6065/210/802/2/w/448/6065210802_1_1_1.jpg?ts=1689149034950,36.26,Mini city bag in patchwork-effect denim fabric. Handle with knot detail and long crossbody strap. Height x Length x Width 11 x 19 x 7 cm. / 4.3 x 7.4 x 2.7″View more,BAGS,women
TIE-DYE TOTE BAG,https://www.zara.com/in/en/tie-dye-tote-bag-p16053210.html,https://static.zara.net/photos///2023/I/1/1/p/6053/210/202/2/w/448/6053210202_1_1_1.jpg?ts=1689157164452,69.86,"Woven tie-dye effect tote bag. Shoulder straps. Magnetic clasp closure. Height x Length x Width 31,7 x 50,6 x 8,4 cm. / 12.4 x 19.9 x 3.3″",BAGS,women
TIE-DYE MOBILE PHONE BAG,https://www.zara.com/in/en/tie-dye-mobile-phone-bag-p16081210.html,https://static.zara.net/photos///2023/I/1/1/p/6081/210/202/2/w/448/6081210202_1_1_1.jpg?ts=1689157162178,27.86,Crossbody mobile phone bag. Tie-dye effect. Inner bag. Gathered drawstring closure. Height x Length x Width: 17.7 x 12.2 x 4.7 cm. / 6.9 x 4.8 x 1.8″,BAGS,women
TIE-DYE DENIM MAXI TOTE BAG,https://www.zara.com/in/en/tie-dye-denim-maxi-tote-bag-p16024210.html,https://static.zara.net/photos///2023/I/1/1/p/6024/210/202/22/w/448/6024210202_1_1_1.jpg?ts=1689178492449,69.86,Tote bag in tie-dye effect denim fabric. Shoulder straps. Magnetic clasp closure. Height x Length x Width 48 x 62 x 25 cm. / 18.8 x 24.4 x 9.8″,BAGS,women
CANVAS MINI CITY BAG,https://www.zara.com/in/en/canvas-mini-city-bag-p16334110.html,https://static.zara.net/photos///2023/I/1/1/p/6334/110/800/17/w/448/6334110800_1_1_1.jpg?ts=1687362635298,40.46,"Mini city bag in canvas fabric. Contrast-coloured details. Top handle and detachable and adjustable crossbody shoulder strap. Height x Length x Width 16 x 22 x 7,5 cm. / 6.2 x 8.6 x 2.9″View more",BAGS,women
TEXTURED RIGID SUITCASE,https://www.zara.com/in/en/textured-rigid-suitcase-p13001920.html,https://static.zara.net/photos///2023/I/1/1/p/3001/120/070/502/w/448/3001120070_6_1_1.jpg?ts=1684846781210,134.26,Rigid travel suitcase. The main compartment has double zip closure. Interior with separator with zip closure and adjustable straps for organising luggage. Top handle and extendible pull tab. Four swivel wheels.Height x Length x Width: 55 x 40 x 20 cm. / 21.6 x 15.7 x 7.8″View more,BAGS,women
SEMI-RIGID SUITCASE,https://www.zara.com/in/en/semi-rigid-suitcase-p13000120.html,https://static.zara.net/photos///2023/I/1/2/p/3000/120/202/2/w/448/3000120202_2_1_1.jpg?ts=1686563299333,134.26,"Semi-rigid travel suitcase. The main compartment has double zip closure and a security system with a code. Its interior features a large compartment without closure, a small bag with gathered drawstring closure and two small zip pockets. Also features adjustable straps for organising luggage on the inside. One side has a zip pocket. Two central handles, one top handle and an extendible handle. Rigid base at the back and two wheels at the bottom. Suitable for carry-on luggage depending on the airline. Height x Length x Width 52 x 30 x 32 cm. / 20.4 x 11.8 x 12.5″View more",BAGS,women
MONOCHROME BRIEFCASE,https://www.zara.com/in/en/monochrome-briefcase-p13400220.html,https://static.zara.net/photos///2023/I/1/1/p/3400/220/800/502/w/448/3400220800_6_1_1.jpg?ts=1687872086277,64.26,Plain monochrome briefcase. The main compartment is suitable for electronic devices and laptops of up to 13 inches. Zip closure. The inside has a large pocket without closure. Large front pocket with zip closure.Height x Length x Width 30 x 40 x 3 cm.View more,BAGS,women
MONOCHROME FORMAL BOWLING BAG,https://www.zara.com/in/en/monochrome-formal-bowling-bag-p13100123.html,https://static.zara.net/photos///2023/I/1/2/p/3100/123/700/2/w/448/3100123700_2_1_1.jpg?ts=1684313564423,83.86,"Bowling bag. Soft design. The main compartment closes with a zip and its interior has four pockets, three of them without closure. Has two handles and one adjustable and detachable shoulder strap.Height x Length x Width 33 x 47 x 24 cm. / 12.9 x 18.5 x 9.4″View more",BAGS,women
DOUBLE BRIEFCASE,https://www.zara.com/in/en/double-briefcase-p13402220.html,https://static.zara.net/photos///2023/I/1/2/p/3402/220/800/2/w/448/3402220800_2_1_1.jpg?ts=1687173845118,83.86,Monochrome briefcase. Two main compartments for electronic devices and laptops of up to 13 inches with zip closure. The first main compartment has a medium-sized inside pocket for devices with hook-and-loop strap closure. The second main compartment has two pockets without closures. The front has a compartment with concealed magnetic clasp closure. Two top handles and an adjustable and detachable shoulder strap.Height x Length x Width: 30 x 42 x 15 cm.View more,BAGS,women
MACRAMÉ BAG,https://www.zara.com/in/en/macrame-bag-p04162201.html,https://static.zara.net/photos///2023/I/0/1/p/4162/201/615/2/w/448/4162201615_1_1_1.jpg?ts=1687963294501,32.06,Bag made of macramé. Shoulder straps.No lining.HEIGHT x LENGTH x WIDTH: 40 x 26 x 1 cm / 15.7 x 10.2 x 0.3″View more,BAGS,women
PRINTED MAXI BAG,https://www.zara.com/in/en/printed-maxi-bag-p02856218.html,https://static.zara.net/photos///2023/I/0/1/p/2856/205/670/2/w/448/2856205670_1_1_1.jpg?ts=1685615819865,46.06,Max quilted tote bag. Shoulder strap.Height x Length x Width: 50 x 74 x 10 cm. / 19.6 x 29.1 x 3.9″,BAGS,women
PRINTED QUILTED TOILETRY BAG,https://www.zara.com/in/en/printed-quilted-toiletry-bag-p00264202.html,https://static.zara.net/photos///2023/I/0/1/p/0264/202/612/2/w/448/0264202612_6_1_1.jpg?ts=1684487567236,26.46,Multi-purpose quilted toiletry bag featuring a main compartment with zip closure with tassel and fringing.,BAGS,women
MESH TOTE BAG,https://www.zara.com/in/en/mesh-tote-bag-p13342220.html,https://static.zara.net/photos///2023/I/1/1/p/3342/220/701/502/w/448/3342220701_6_1_1.jpg?ts=1689698623101,22.26,Tote bag. Soft mesh design. No fastening. Two shoulder straps.Height x Length x Width 74 x 36 x 3 cm. / 29.1 x 14.1 x 1.1″,BAGS,women
PADDED JACKET WITH POCKETS,https://www.zara.com/in/en/padded-jacket-with-pockets-p04088242.html,https://static.zara.net/photos///2023/I/0/1/p/4088/242/800/2/w/448/4088242800_1_1_1.jpg?ts=1691658771413,106.26,"Padded jacket with a high neck and long sleeves, Front patch pockets. Adjustable hem with matching drawstrings. Front zip fastening.",JACKETS,women
WOOL BOMBER JACKET WITH ZIP,https://www.zara.com/in/en/wool-bomber-jacket-with-zip-p02893108.html,https://static.zara.net/photos///2023/I/0/1/p/2893/108/704/2/w/448/2893108704_1_1_1.jpg?ts=1693224696563,106.26,Bomber jacket made of 100% wool. Featuring a V-neckline and long sleeves. Front pockets. Ribbed trims. Metal zip fastening at the front.,JACKETS,women
SATIN KIMONO,https://www.zara.com/in/en/satin-kimono-p01131805.html,https://static.zara.net/photos///2023/I/0/1/p/1131/805/804/2/w/448/1131805804_1_1_1.jpg?ts=1692274456448,46.06,"Kimono made of satin fabric. Featuring a crossover V-neckline, long sleeves with vents and crossover fastening with tied detail in the same fabric",JACKETS,women
TRANSPARENT CROPPED JACKET,https://www.zara.com/in/en/transparent-cropped-jacket-p01255817.html,https://static.zara.net/photos///2023/I/0/1/p/1255/817/990/2/w/448/1255817990_1_1_1.jpg?ts=1692874440525,69.86,"Transparent collared water-repellent jacket. Featuring long sleeves with tabs on the shoulders. Front pockets with zips, a belt in the same material with a rubberised buckle and crossover zip fastening at the front.",JACKETS,women
SATIN FOIL BOMBER JACKET,https://www.zara.com/in/en/satin-foil-bomber-jacket-p08495350.html,https://static.zara.net/photos///2023/I/0/1/p/8495/350/808/2/w/448/8495350808_1_1_1.jpg?ts=1692884607713,69.86,Bomber jacket made of metallic satin fabric. Round neck and long sleeves with elastic cuffs. Front welt pockets. Elastic hem. Contrast lining. Front fastening with metal zip.,JACKETS,women
WORN EFFECT LEATHER EFFECT BIKER JACKET,https://www.zara.com/in/en/worn-effect-leather-effect-biker-jacket-p04341726.html,https://static.zara.net/photos///2023/I/0/1/p/4341/726/802/2/w/448/4341726802_1_1_1.jpg?ts=1692874442840,83.86,Distressed effect jacket with a lapel collar and long sleeves. Zip details on the front and shoulder tabs. Wrap front with zip fastening.,JACKETS,women
OVERSIZE TRENCH COAT WITH POCKETS,https://www.zara.com/in/en/oversize-trench-coat-with-pockets-p02731259.html,https://static.zara.net/photos///2023/I/0/1/p/2731/259/711/17/w/448/2731259711_1_1_1.jpg?ts=1692952040464,106.26,Collared trench coat made of a cotton blend. Featuring long flared sleeves. Front patch pockets. Back vent at the hem. Button-up front.,JACKETS,women
FAUX SUEDE TRENCH COAT,https://www.zara.com/in/en/faux-suede-trench-coat-p04968223.html,https://static.zara.net/photos///2023/I/0/1/p/4968/223/704/2/w/448/4968223704_1_1_1.jpg?ts=1692964746030,69.86,Trench coat made of faux suede fabric. Lapel collar and long sleeves with tabs on the cuffs and shoulders. Side pockets. Belt in the same fabric with a contrast buckle. Double-breasted button fastening at the front.,JACKETS,women
SOFT SHORT JACKET,https://www.zara.com/in/en/soft-short-jacket-p03046260.html,https://static.zara.net/photos///2023/I/0/1/p/3046/260/704/2/w/448/3046260704_1_1_1.jpg?ts=1692964744875,46.06,Long sleeve collared jacket. Front patch pockets with flaps and snap-button fastening at the front.,JACKETS,women
RUSTIC BOMBER JACKET,https://www.zara.com/in/en/rustic-bomber-jacket-p05584454.html,https://static.zara.net/photos///2023/I/0/1/p/5584/454/712/2/w/448/5584454712_1_1_1.jpg?ts=1692864058362,69.86,"Bomber jacket made of a cotton blend. Featuring a round neckline, long sleeves and cutwork fabric. Matching ribbed trims and metal zip fastening at the front.",JACKETS,women
LINEN BLEND PLEATED BOMBER JACKET,https://www.zara.com/in/en/linen-blend-pleated-bomber-jacket-p02712468.html,https://static.zara.net/photos///2023/I/0/1/p/2712/468/832/2/w/448/2712468832_1_1_1.jpg?ts=1692776596473,83.86,Short collared bomber jacket made of a linen blend. Long sleeves. Front welt pockets. Elastic hem with pleats. Matching lining. Zip-up front hidden by a placket.,JACKETS,women
WORN EFFECT LEATHER EFFECT BOMBER JACKET,https://www.zara.com/in/en/worn-effect-leather-effect-bomber-jacket-p06318223.html,https://static.zara.net/photos///2023/I/0/1/p/6318/223/800/12/w/448/6318223800_2_5_1.jpg?ts=1692947673008,83.86,Worn effect bomber jacket with a round neckline and long cuffed sleeves. Front welt pockets. Front fastening with metal zip.,JACKETS,women
OVERSIZE QUILTED BOMBER JACKET,https://www.zara.com/in/en/oversize-quilted-bomber-jacket-p04088243.html,https://static.zara.net/photos///2023/I/0/1/p/4088/243/802/2/w/448/4088243802_1_1_1.jpg?ts=1692790350505,106.26,Loose-fitting bomber jacket with a round neck and long sleeves. Front flap pockets with snap buttons. Matching ribbed trims. Front zip and snap-button fastening.,JACKETS,women
DISTRESSED LEATHER EFFECT TRENCH COAT,https://www.zara.com/in/en/distressed-leather-effect-trench-coat-p06318222.html,https://static.zara.net/photos///2023/I/0/1/p/6318/222/800/2/w/448/6318222800_1_1_1.jpg?ts=1692778670061,134.26,Distressed effect trench coat with a lapel collar. Long sleeves with tabs on the cuffs and shoulders. Side pockets. Tied belt in the same fabric. Double-breasted button fastening at the front.,JACKETS,women
WORN EFFECT CROPPED LEATHER EFFECT BIKER JACKET,https://www.zara.com/in/en/worn-effect-cropped-leather-effect-biker-jacket-p06318232.html,https://static.zara.net/photos///2023/I/0/1/p/6318/232/800/17/w/448/6318232800_1_1_1.jpg?ts=1692888198152,83.86,Distressed effect jacket with a lapel collar and long sleeves. Shoulder tabs. False front zip pocket. Belt detail at the hem. Wrap front with zip fastening.,JACKETS,women
NEOPRENE-EFFECT JACKET,https://www.zara.com/in/en/neoprene-effect-jacket-p08073221.html,https://static.zara.net/photos///2023/I/0/1/p/8073/221/802/3/w/448/8073221802_1_1_1.jpg?ts=1692355318949,69.86,Hooded longline jacket with long cuffed sleeves. Front patch pockets and metal zip fastening at the front.,JACKETS,women
TRF DENIM CROPPED JACKET,https://www.zara.com/in/en/trf-denim-cropped-jacket-p08197295.html,https://static.zara.net/photos///2023/I/0/1/p/8197/295/400/3/w/448/8197295400_1_1_1.jpg?ts=1691743835514,55.86,Collared jacket featuring long sleeves with cuffs. Front patch pockets. Ripped details. Seamless hem. Metal button fastening on the front.,JACKETS,women
WORN EFFECT LEATHER EFFECT BIKER JACKET,https://www.zara.com/in/en/worn-effect-leather-effect-biker-jacket-p03046222.html,https://static.zara.net/photos///2023/I/0/1/p/3046/222/800/21/w/448/3046222800_1_1_1.jpg?ts=1692689523050,83.86,"Distressed effect jacket with a lapel collar and long sleeves. Featuring front zip pockets, crossover zip fastening at the front and a belt at the hem.",JACKETS,women
TRF RIPPED CROPPED DENIM JACKET,https://www.zara.com/in/en/trf-ripped-cropped-denim-jacket-p04365271.html,https://static.zara.net/photos///2023/I/0/1/p/4365/271/407/2/w/448/4365271407_1_1_1.jpg?ts=1692361750024,46.06,Cropped collared jacket featuring long drop-shoulder sleeves with elasticated cuffs. Faded fabric with rips. Front fastening with metal zip.,JACKETS,women
HIGH NECK TEXTURED BLAZER,https://www.zara.com/in/en/high-neck-textured-blazer-p08001513.html,https://static.zara.net/photos///2023/I/0/1/p/8001/513/251/2/w/448/8001513251_6_1_1.jpg?ts=1690529214282,83.86,Blazer featuring a high neck and long sleeves with padded shoulders. False flap pockets and front patch pockets. Front hook fastening.,JACKETS,women
SATIN BOMBER JACKET,https://www.zara.com/in/en/satin-bomber-jacket-p07854591.html,https://static.zara.net/photos///2023/I/0/1/p/7854/591/800/12/w/448/7854591800_1_1_1.jpg?ts=1692002574641,55.86,Bomber jacket with a round neckline and long sleeves. Front flap pockets and a zipped sleeve pocket. Elasticated trims. Front fastening with metal zip.,JACKETS,women
ZW RHINESTONE DENIM JACKET,https://www.zara.com/in/en/zw-rhinestone-denim-jacket-p06045244.html,https://static.zara.net/photos///2023/I/0/1/p/6045/244/428/2/w/448/6045244428_1_1_1.jpg?ts=1682412309615,120.26,ZW ZARA WOMANCollared denim jacket with long sleeves. Chest patch pockets with buttoned flaps. Rhinestone appliqués. Button-up front.,JACKETS,women
DENIM JACKET WITH PATCH POCKETS,https://www.zara.com/in/en/denim-jacket-with-patch-pockets-p00108042.html,https://static.zara.net/photos///2023/I/0/1/p/0108/042/506/17/w/448/0108042506_1_1_1.jpg?ts=1689085992342,41.86,Jacket with a lapel collar and long sleeves. Front patch pockets. Metal button fastenings on the front.,JACKETS,women
ZW OVERSIZE DENIM JACKET,https://www.zara.com/in/en/zw-oversize-denim-jacket-p01213244.html,https://static.zara.net/photos///2023/I/0/1/p/1213/244/428/2/w/448/1213244428_1_1_1.jpg?ts=1691482579040,55.86,ZW ZARA WOMANLoose-fitting denim jacket featuring a lapel collar and long sleeves with cuffs. Side pockets and chest patch pockets with buttoned flaps. Faded effect. Fastens at the front with metallic buttons.View more,JACKETS,women
Z1975 CROPPED METALLIC DENIM JACKET,https://www.zara.com/in/en/z1975-cropped-metallic-denim-jacket-p06164190.html,https://static.zara.net/photos///2023/I/0/1/p/6164/190/427/3/w/448/6164190427_1_1_1.jpg?ts=1692201825260,69.86,Collared metallic jacket with long sleeves. Featuring front patch pockets with flaps and button fastening at the front.,JACKETS,women
CROPPED WAXED TRENCH COAT,https://www.zara.com/in/en/cropped-waxed-trench-coat-p04432832.html,https://static.zara.net/photos///2023/I/0/1/p/4432/832/507/2/w/448/4432832507_1_1_1.jpg?ts=1692361751450,83.86,Cropped trench coat featuring a high neck with tab and metal buckle. Long sleeves with shoulder pads and tabs on the cuffs. Front pockets. Matching lining. Button-up front.,JACKETS,women
STRIPE TEXTURED BLAZER,https://www.zara.com/in/en/stripe-textured-blazer-p08341112.html,https://static.zara.net/photos///2023/I/0/1/p/8341/112/070/2/w/448/8341112070_1_1_1.jpg?ts=1691577078132,83.86,Lapelless blazer with long sleeves and shoulder pads. Front patch pockets. Metal hook fastening at the front.,JACKETS,women
FAUX LEATHER BIKER JACKET,https://www.zara.com/in/en/faux-leather-biker-jacket-p03046060.html,https://static.zara.net/photos///2023/I/0/1/p/3046/060/800/18/w/448/3046060800_1_1_1.jpg?ts=1692689373356,69.86,"Collared jacket with long sleeves and shoulder tabs. Featuring front zip pockets, a hem featuring a matching belt with metal buckle and front crossover zip fastening.",JACKETS,women
SHORT DOUBLE-BREASTED TRENCH COAT,https://www.zara.com/in/en/short-double-breasted-trench-coat-p07999818.html,https://static.zara.net/photos///2023/I/0/1/p/7999/818/401/2/w/448/7999818401_1_1_1.jpg?ts=1693305748529,83.86,Short trench coat featuring a lapel collar and long sleeves with buttons. Front welt pockets. Double-breasted button fastening on the front.,JACKETS,women
FAUX LEATHER OVERSIZE JACKET,https://www.zara.com/in/en/faux-leather-oversize-jacket-p03427811.html,https://static.zara.net/photos///2023/I/0/1/p/3427/811/800/20/w/448/3427811800_1_1_1.jpg?ts=1691757557036,83.86,"Jacket with a lapel collar and long sleeves. Featuring front pockets with metal zip, shoulder tabs, belt in the same fabric with buckle and metal zip-up fastening on the front.",JACKETS,women
SNAKESKIN PRINT PUFFER JACKET,https://www.zara.com/in/en/snakeskin-print-puffer-jacket-p08147803.html,https://static.zara.net/photos///2023/I/0/1/p/8147/803/070/2/w/448/8147803070_1_1_1.jpg?ts=1692281895379,55.86,Jacket with a round neck and long sleeves. Front welt pockets. Snap-button fastenings on the front.,JACKETS,women
Z1975 DENIM OVERSHIRT WITH PATCH POCKETS,https://www.zara.com/in/en/z1975-denim-overshirt-with-patch-pockets-p06147165.html,https://static.zara.net/photos///2023/I/0/1/p/6147/165/406/2/w/448/6147165406_1_1_1.jpg?ts=1685105199661,69.86,Collared overshirt with long sleeves. Front patch pockets. Side vents at the hem. Front metal button fastening.,JACKETS,women
CROPPED BOMBER JACKET,https://www.zara.com/in/en/cropped-bomber-jacket-p07893502.html,https://static.zara.net/photos///2023/I/0/1/p/7893/502/712/17/w/448/7893502712_1_1_1.jpg?ts=1686146625085,69.86,Bomber jacket featuring a round neck and long sleeves with cuffs. Jetted pockets on the front. Front snap-button fastenings.,JACKETS,women
TRF DENIM CROPPED JACKET,https://www.zara.com/in/en/trf-denim-cropped-jacket-p08197257.html,https://static.zara.net/photos///2023/I/0/1/p/8197/257/400/3/w/448/8197257400_1_1_1.jpg?ts=1691077223644,46.06,Jacket featuring a lapel collar and long sleeves with cuffs. Pockets on the front and on the arm. Tab details at the back. Seamless hem. Front metal button fastening.,JACKETS,women
SHIRT BOMBER JACKET,https://www.zara.com/in/en/shirt-bomber-jacket-p07102220.html,https://static.zara.net/photos///2023/I/0/1/p/7102/220/800/18/w/448/7102220800_1_1_1.jpg?ts=1692689746266,46.06,Collared bomber jacket featuring long sleeves. Front welt pockets. Elasticated hem. Front fastening with metal zip.,JACKETS,women
OVERSIZE SHORT TRENCH COAT,https://www.zara.com/in/en/oversize-short-trench-coat-p04432706.html,https://static.zara.net/photos///2023/I/0/1/p/4432/706/707/17/w/448/4432706707_1_1_1.jpg?ts=1691077270530,83.86,Trench coat with a lapel collar and a crossover neckline. Long sleeves with tabs. Belt with contrast buckle at the hem. Front button fastening.,JACKETS,women
MAXI BOMBER JACKET WITH POCKETS,https://www.zara.com/in/en/maxi-bomber-jacket-with-pockets-p03736245.html,https://static.zara.net/photos///2023/I/0/1/p/3736/245/800/18/w/448/3736245800_1_1_1.jpg?ts=1691565073010,106.26,Cropped bomber jacket with a round neck and long sleeves. Front maxi patch pockets with flaps. Lining. Matching ribbed trims. Front snap-button fastening.,JACKETS,women
SATIN TRENCH COAT,https://www.zara.com/in/en/satin-trench-coat-p08403260.html,https://static.zara.net/photos///2023/I/0/1/p/8403/260/800/2/w/448/8403260800_1_1_1.jpg?ts=1692362669898,69.86,Flowing trench coat with a lapel collar and long sleeves.,JACKETS,women
PRINTED OVERSIZE LINEN BLEND JACKET,https://www.zara.com/in/en/printed-oversize-linen-blend-jacket-p04432721.html,https://static.zara.net/photos///2023/I/0/1/p/4432/721/050/17/w/448/4432721050_1_1_1.jpg?ts=1690543854132,69.86,Jacket made of a linen blend fabric. Lapel collar and long cuffed sleeves. Side pockets and chest patch pockets. Front metal button fastening.,JACKETS,women
SATIN BOMBER JACKET WITH TOPSTITCHING,https://www.zara.com/in/en/satin-bomber-jacket-with-topstitching-p01058407.html,https://static.zara.net/photos///2023/I/0/1/p/1058/407/715/2/w/448/1058407715_1_1_1.jpg?ts=1692273228327,69.86,Satin bomber jacket with a round neck and long sleeves. Front pockets. Contrast pronounced topstitching detail. Metal zip and snap-button fastening at the front.,JACKETS,women
TULLE DRESS WITH CAPE SLEEVES,https://www.zara.com/in/en/tulle-dress-with-cape-sleeves-p00085468.html,https://static.zara.net/photos///2023/I/0/1/p/0085/468/800/2/w/448/0085468800_1_1_1.jpg?ts=1689599720220,41.86,Semi-sheer midi dress featuring a round neck and loose-fitting short sleeves. Buttoned opening at the back. This garment is not lined.,JACKETS,women
OVERSIZE QUILTED BOMBER JACKET,https://www.zara.com/in/en/oversize-quilted-bomber-jacket-p04770456.html,https://static.zara.net/photos///2023/I/0/1/p/4770/456/670/2/w/448/4770456670_1_1_1.jpg?ts=1690532851594,46.06,Loose-fitting bomber jacket with a high neck and long sleeves with elastic cuffs. Front patch pockets. Elasticated hem. Front zip fastening hidden by a placket.,JACKETS,women
LONGLINE BOMBER JACKET WITH PATCH POCKETS,https://www.zara.com/in/en/longline-bomber-jacket-with-patch-pockets-p07997671.html,https://static.zara.net/photos///2023/I/0/1/p/7997/671/251/2/w/448/7997671251_1_1_1.jpg?ts=1691758079504,83.86,Bomber jacket with a round neck and long sleeves. Front patch pockets with flaps. Elasticated trims. Hidden snap-button fastening on the front.,JACKETS,women
WATER AND WIND PROTECTION RUBBERISED RAINCOAT,https://www.zara.com/in/en/water-and-wind-protection-rubberised-raincoat-p06318023.html,https://static.zara.net/photos///2023/I/0/1/p/6318/023/712/17/w/448/6318023712_1_1_1.jpg?ts=1692286317660,83.86,Raincoat featuring a high collar with hood and drawstrings. Long sleeves with adjustable snap-button cuffs. Front flap pockets. Side vents at the hem. Zip-up front with hidden snap buttons.,JACKETS,women
NEOPRENE-EFFECT BOMBER JACKET,https://www.zara.com/in/en/neoprene-effect-bomber-jacket-p08073224.html,https://static.zara.net/photos///2023/I/0/1/p/8073/224/922/3/w/448/8073224922_1_1_1.jpg?ts=1692355396708,55.86,Bomber jacket with a round neckline and long sleeves with puffy cuffs. Front welt pockets. Adjustable hem with elastic drawstring and stoppers. Zip-up front.,JACKETS,women
